mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/16	4/4	2	1	d.V{				d	i		V	V						{	M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.0625	0.125	0.3333333333333333
1	0	3/16	1/2	4/4	2	1	i				d	i		i	i							m	1	1	2, -1, 3		2	2	2	9	0.18181818181818182	0.125	0.5625	0.18181818181818182
2	1	0	0	4/4	2	1	V				d	i		V	V							M	1	1	3, 7, 4		3	3	0	11	0.0	0.0	0.9375	0.0
2	1	1/2	1/2	4/4	2	1	IV65				d	i		IV65	IV		65					Mm7	1	1	5, 2, -1, 1		1	5	0	6	0.0	0.0	0.5	0.0
2	1	3/4	3/4	4/4	2	1	V65				d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	0	6	0.0	0.0	0.5	0.0
3	2	0	0	4/4	2	1	i|IAC}				d	i		i	i					IAC	}	m	1	1	2, -1, 3		2	2	0	8	0.0	0.0	0.6875	0.0
3	2	3/8	3/8	4/4	2	1	VI6				d	i		VI6	VI		6					M	1	1	2, -1, -2		-2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	2	1/2	1/2	4/4	2	1	iio				d	i		iio	ii	o						o	1	1	4, 1, -2		4	4	0	3	0.0	0.0	0.25	0.0
3	2	5/8	5/8	4/4	2	1	VI6				d	i		VI6	VI		6					M	1	1	2, -1, -2		-2	2	0	3	0.0	0.0	0.25	0.0
3	2	3/4	3/4	4/4	2	1	V7/III				d	i		V7/III	V		7		III			Mm7	1	1	0, 4, 1, -2		0	0	1	5	0.16666666666666666	0.0625	0.4375	0.125
4	3	0	0	4/4	2	1	III}				d	i		III	III						}	M	1	1	-1, 3, 0		-1	-1	3	6	0.3333333333333333	0.1875	0.5	0.2727272727272727
4	3	3/8	3/8	4/4	2	1	V64				d	i		V64	V		64					M	1	1	4, 3, 7		3	4	1	3	0.25	0.0625	0.1875	0.25
4	3	1/2	1/2	4/4	2	1	i				d	i		i	i							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.1875	0.3125	0.375
4	3	3/4	3/4	4/4	2	1	v.iio64				d	v		iio64	ii	o	64					o	1	1	-1, 5, 2		5	-1	0	3	0.0	0.0	0.25	0.0
4	3	7/8	7/8	4/4	2	1	iv				d	v		iv	iv							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.25	0.0
5	4	0	0	4/4	2	1	V				d	v		V	V							M	1	1	4, 8, 5		4	4	4	4	0.5	0.25	0.25	0.5
5	4	1/4	1/4	4/4	2	1	V65/iv				d	v		V65/iv	V		65		iv			Mm7	1	1	7, 4, 1, 3		3	7	0	6	0.0	0.0	0.5	0.0
5	4	1/2	1/2	4/4	2	1	V/VII				d	v		V/VII	V				VII			M	1	1	2, 6, 3		2	2	4	4	0.5	0.25	0.25	0.5
5	4	3/4	3/4	4/4	2	1	VII6				d	v		VII6	VII		6					M	1	1	5, 2, 1		1	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	7/8	7/8	4/4	2	1	iio				d	v		iio	ii	o						o	1	1	5, 2, -1		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	0	0	4/4	2	1	V65				d	v		V65	V		65					Mm7	1	1	8, 5, 2, 4		4	8	1	5	0.16666666666666666	0.0625	0.4375	0.125
6	5	1/4	1/4	4/4	2	1	i				d	v		i	i							m	1	1	3, 0, 4		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
