mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	23/2	23/2	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	76								
4	3	47/4	47/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	77								
4	3	12	12	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	78								
4	3	49/4	49/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	79								
4	3	25/2	25/2	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	80								
4	3	51/4	51/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	81								
4	3	53/4	53/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	82								
4	3	55/4	55/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	83								
4	3	57/4	57/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	84								
5	4	59/4	59/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	85	articMarcatoAbove							
5	4	15	15	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	86								
5	4	61/4	61/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	87								
5	4	31/2	31/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	88								
5	4	63/4	63/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	89								
5	4	65/4	65/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	90								1
5	4	67/4	67/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	91	articMarcatoAbove							
5	4	17	17	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	92								
5	4	69/4	69/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	93								
5	4	35/2	35/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	94								
5	4	71/4	71/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	95								
5	4	73/4	73/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	96								
5	4	59/4	59/4	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	97								
5	4	15	15	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	98								
5	4	61/4	61/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	99								
5	4	31/2	31/2	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	100								
5	4	63/4	63/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	101								
5	4	16	16	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	102								
5	4	65/4	65/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	103								
5	4	33/2	33/2	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	104								
5	4	67/4	67/4	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	105								
5	4	17	17	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	106								
5	4	69/4	69/4	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	107								
5	4	35/2	35/2	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	108								
5	4	71/4	71/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	109								
5	4	18	18	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	110								
5	4	73/4	73/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	111								
5	4	37/2	37/2	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	112								
6	5	75/4	75/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	113								
6	5	19	19	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	114								
6	5	77/4	77/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	115								
6	5	39/2	39/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	116								
6	5	79/4	79/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	117								
6	5	20	20	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	118								
6	5	81/4	81/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	119	articMarcatoAbove							
6	5	41/2	41/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	120								
6	5	83/4	83/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	121								
6	5	21	21	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	122								
6	5	85/4	85/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	123								
6	5	43/2	43/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	124								
6	5	87/4	87/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	125								
6	5	22	22	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	126								
6	5	89/4	89/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	127								
6	5	45/2	45/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	128								
6	5	75/4	75/4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	129	articMarcatoAbove							
6	5	77/4	77/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	130								
6	5	79/4	79/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	131								
6	5	81/4	81/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	132								
6	5	83/4	83/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	133								
6	5	85/4	85/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	134								
6	5	87/4	87/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	135								
6	5	89/4	89/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	136								
7	6	91/4	91/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	137								
7	6	23	23	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	138								
7	6	93/4	93/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	139								
7	6	47/2	47/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	140								
7	6	95/4	95/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	141								
7	6	91/4	91/4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	142	ornamentShortTrill							
7	6	95/4	95/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	143								
7	6	91/4	91/4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	144								
7	6	95/4	95/4	0.25	1/4	1/4	Chord	4/4	2	2	1/16	1/16	1	145								
8	6	24	24	0.25	0	5/16	Chord	4/4	1	1	1/16	1/16	1	146								
8	6	97/4	97/4	0.25	1/16	3/8	Chord	4/4	1	1	1/16	1/16	1	147								
8	6	49/2	49/2	0.25	1/8	7/16	Chord	4/4	1	1	1/16	1/16	1	148								
8	6	99/4	99/4	0.5	3/16	1/2	Chord	4/4	1	1	1/8	1/8	1	149	articMarcatoAbove							
8	6	101/4	101/4	0.5	5/16	5/8	Chord	4/4	1	1	1/8	1/8	1	150								
8	6	103/4	103/4	0.25	7/16	3/4	Chord	4/4	1	1	1/16	1/16	1	151								
8	6	26	26	0.25	1/2	13/16	Chord	4/4	1	1	1/16	1/16	1	152								
8	6	105/4	105/4	0.25	9/16	7/8	Chord	4/4	1	1	1/16	1/16	1	153								
8	6	53/2	53/2	0.25	5/8	15/16	Chord	4/4	1	1	1/16	1/16	1	154								
8	6	25	25	0.25	1/4	9/16	Chord	4/4	2	1	1/16	1/16	1	155								
8	6	101/4	101/4	0.25	5/16	5/8	Chord	4/4	2	1	1/16	1/16	1	156								
8	6	51/2	51/2	0.25	3/8	11/16	Chord	4/4	2	1	1/16	1/16	1	157								
8	6	103/4	103/4	0.5	7/16	3/4	Chord	4/4	2	1	1/8	1/8	1	158	articMarcatoAbove							
8	6	105/4	105/4	0.5	9/16	7/8	Chord	4/4	2	1	1/8	1/8	1	159								
9	7	107/4	107/4	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	160	articMarcatoAbove							
9	7	109/4	109/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	161								
9	7	28	28	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	162								
9	7	113/4	113/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	163								
9	7	57/2	57/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	164								
9	7	115/4	115/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	165								
9	7	29	29	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	166								
9	7	117/4	117/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	167								
9	7	59/2	59/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	168								
9	7	119/4	119/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	169								
9	7	30	30	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	170								
9	7	121/4	121/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	171								
9	7	61/2	61/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	172								
9	7	107/4	107/4	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	173								
9	7	27	27	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	174								
9	7	109/4	109/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	175								
9	7	55/2	55/2	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	176								
9	7	111/4	111/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	177								
9	7	113/4	113/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	178								
9	7	115/4	115/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	179								
9	7	117/4	117/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	180								
9	7	119/4	119/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	181								
9	7	121/4	121/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	182								
10	8	123/4	123/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	183								
10	8	31	31	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	184								
10	8	125/4	125/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	185	ornamentShortTrill							
10	8	63/2	63/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	186								
10	8	127/4	127/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	187								
10	8	129/4	129/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	188								
10	8	131/4	131/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	189								
10	8	33	33	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	190								
10	8	133/4	133/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	191								
10	8	67/2	67/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	192								
10	8	135/4	135/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	193								
10	8	34	34	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	194								
10	8	137/4	137/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	195								
10	8	69/2	69/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	196								
10	8	123/4	123/4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	197	ornamentShortTrill							
10	8	127/4	127/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	198								
10	8	32	32	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	199								
10	8	129/4	129/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	200								
10	8	65/2	65/2	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	201								
10	8	131/4	131/4	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	202								
10	8	33	33	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	203								
10	8	133/4	133/4	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	204								
10	8	67/2	67/2	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	205								
10	8	135/4	135/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	206								
10	8	34	34	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	207								
10	8	137/4	137/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	208								
10	8	69/2	69/2	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	209								
11	9	139/4	139/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	210								
11	9	35	35	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	211								
11	9	141/4	141/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	212								
11	9	71/2	71/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	213								
11	9	143/4	143/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	214								
11	9	145/4	145/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	215								
11	9	147/4	147/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	216								
11	9	37	37	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	217								
11	9	149/4	149/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	218								
11	9	75/2	75/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	219								
11	9	151/4	151/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	220								
11	9	38	38	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	221								
11	9	153/4	153/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	222								
11	9	77/2	77/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	223								
11	9	139/4	139/4	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	224								
11	9	35	35	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	225								
11	9	141/4	141/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	226								
11	9	71/2	71/2	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	227								
11	9	143/4	143/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	228								
11	9	36	36	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	229								
11	9	145/4	145/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	230								
11	9	73/2	73/2	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	231								
11	9	147/4	147/4	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	232								
11	9	37	37	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	233								
11	9	149/4	149/4	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	234								
11	9	75/2	75/2	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	235								
11	9	151/4	151/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	236								
11	9	38	38	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	237								
11	9	153/4	153/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	238								
11	9	77/2	77/2	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	239								
12	10	155/4	155/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	240								
12	10	39	39	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	241								
12	10	157/4	157/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	242								
12	10	79/2	79/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	243								
12	10	159/4	159/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	244								
12	10	40	40	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	245								
12	10	161/4	161/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	246								
12	10	81/2	81/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	247								
12	10	163/4	163/4	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	248	articMarcatoAbove							2
12	10	83/2	83/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	249								2
12	10	167/4	167/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	250	articMarcatoAbove							2
12	10	85/2	85/2	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	251								2
12	10	341/8	341/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	252								
12	10	155/4	155/4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	253								
12	10	157/4	157/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	254								
12	10	159/4	159/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	255								
12	10	161/4	161/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	256								
12	10	163/4	163/4	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	257								
12	10	41	41	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	258								
12	10	165/4	165/4	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	259								
12	10	83/2	83/2	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	260								
12	10	167/4	167/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	261								
12	10	42	42	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	262								
12	10	169/4	169/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	263								
12	10	85/2	85/2	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	264								
13	11	171/4	171/4	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	265								
13	11	173/4	173/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	266								
13	11	44	44	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	267								
13	11	177/4	177/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	268								
13	11	89/2	89/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	269								
13	11	179/4	179/4	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	270	ornamentShortTrill							3
13	11	91/2	91/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	271								3
13	11	183/4	183/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	272	articMarcatoAbove							3
13	11	93/2	93/2	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	273								3
13	11	373/8	373/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	274								
13	11	171/4	171/4	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	275								
13	11	43	43	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	276								
13	11	173/4	173/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	277								
13	11	87/2	87/2	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	278								
13	11	175/4	175/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	279								
