mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=44	44.0	𝅘𝅥	44.0	0.0	
1	1	3/4	3/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	0							
1	1	1	1	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1							
1	1	5/4	5/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2							
1	1	3/2	3/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3							
1	1	7/4	7/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	4							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	5	ornamentShortTrill						
1	1	3	3	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	6							
1	1	13/4	13/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	7							
1	1	7/2	7/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	8							
1	1	15/4	15/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	9							
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	10							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	11							
1	1	3	3	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	12							
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	13	ornamentShortTrill						
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	14	ornamentShortTrill						
1	1	0	0	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	15							
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	16							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	17							
1	1	9/4	9/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16		1/16	1	18							
1	1	5/2	5/2	0.25	5/8	5/8	Chord	4/4	2	2	1/16		1/16	1	19							
1	1	11/4	11/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16		1/16	1	20							
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	21							
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	22							
2	2	4	4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	23							
2	2	17/4	17/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	24							
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	25							
2	2	5	5	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	26							
2	2	21/4	21/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	27							
2	2	11/2	11/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	28	ornamentMordent						
2	2	23/4	23/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	29							
2	2	25/4	25/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	30							
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	31							
2	2	85/12	85/12	0.041666666666666664	37/48	37/48	Chord	4/4	1	1	1/96		1/64	2/3	32							
2	2	57/8	57/8	0.041666666666666664	25/32	25/32	Chord	4/4	1	1	1/96		1/64	2/3	33							
2	2	43/6	43/6	0.041666666666666664	19/24	19/24	Chord	4/4	1	1	1/96		1/64	2/3	34							
2	2	173/24	173/24	0.041666666666666664	77/96	77/96	Chord	4/4	1	1	1/96		1/64	2/3	35							
2	2	29/4	29/4	0.75	13/16	13/16	Chord	4/4	1	1	3/16		1/8	3/2	36							
2	2	17/4	17/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	37							
2	2	9/2	9/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	38							
2	2	19/4	19/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	39							
2	2	5	5	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	40							
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	41							
2	2	29/4	29/4	0.75	13/16	13/16	Chord	4/4	1	2	3/16		1/8	3/2	42							
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	43							
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	44							
2	2	4	4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	45	ornamentMordent						
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	46							
2	2	6	6	0.75	1/2	1/2	Chord	4/4	2	2	3/16		1/8	3/2	47							
2	2	27/4	27/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16		1/16	1	48							
2	2	7	7	0.75	3/4	3/4	Chord	4/4	2	2	3/16		1/8	3/2	49							
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	50							
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	51							
3	3	9	9	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	52							
3	3	37/4	37/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	53							
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	54							
