mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
7	7	24	24	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	71	articMarcatoAbove						
7	7	51/2	51/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	72							
7	7	26	26	0.0	1/2	1/2	Chord	2/2	1	1	0	appoggiatura	1/8	1	73							
7	7	26	26	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	74							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	75							
7	7	49/2	49/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	76							
7	7	25	25	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	77							
7	7	26	26	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	78							
7	7	27	27	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	79							
7	7	24	24	4.0	0	0	Chord	2/2	2	2	1		1	1	80							
8	8	28	28	0.0	0	0	Chord	2/2	1	1	0	appoggiatura	1/8	1	81							
8	8	28	28	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	82	ornamentShortTrill						
8	8	59/2	59/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	83							
8	8	30	30	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	84							
8	8	61/2	61/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	85							
8	8	31	31	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	86							
8	8	63/2	63/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	87							
8	8	28	28	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	88							
8	8	29	29	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	89							
8	8	30	30	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	90							
8	8	28	28	3.0	0	0	Chord	2/2	2	2	3/4		1/2	3/2	91							
8	8	31	31	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	92							
9	9	32	32	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	93	articMarcatoAbove						
9	9	33	33	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	94							
9	9	34	34	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	95							
9	9	35	35	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	96							
9	9	34	34	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	97							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	98							
9	9	35	35	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	99							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	1	3	1/8		1/8	1	100							
9	9	34	34	1.0	1/2	1/2	Chord	2/2	1	3	1/4		1/4	1	101							
9	9	35	35	0.5	3/4	3/4	Chord	2/2	1	3	1/8		1/8	1	102							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	1	3	1/8		1/8	1	103							
9	9	32	32	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	104							
9	9	34	34	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	105							
9	9	32	32	1.0	0	0	Chord	2/2	2	2	1/4		1/4	1	106							
9	9	33	33	2.0	1/4	1/4	Chord	2/2	2	2	1/2		1/2	1	107							
9	9	35	35	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	108							
10	10	36	36	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	109							
10	10	37	37	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	110							
10	10	38	38	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	111							
10	10	39	39	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	112							
10	10	36	36	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	113							
10	10	73/2	73/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	114							
10	10	37	37	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	115							
10	10	38	38	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	116							
10	10	77/2	77/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	117							
10	10	39	39	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	118							
10	10	36	36	1.0	0	0	Chord	2/2	1	3	1/4		1/4	1	119							
10	10	37	37	0.5	1/4	1/4	Chord	2/2	1	3	1/8		1/8	1	120							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	1	3	1/8		1/8	1	121							
10	10	38	38	1.0	1/2	1/2	Chord	2/2	1	3	1/4		1/4	1	122							
10	10	39	39	0.5	3/4	3/4	Chord	2/2	1	3	1/8		1/8	1	123							
10	10	79/2	79/2	0.5	7/8	7/8	Chord	2/2	1	3	1/8		1/8	1	124							
10	10	36	36	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	125							
10	10	38	38	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	126							
10	10	36	36	1.0	0	0	Chord	2/2	2	2	1/4		1/4	1	127							
10	10	37	37	2.0	1/4	1/4	Chord	2/2	2	2	1/2		1/2	1	128							
10	10	39	39	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	129							
11	11	40	40	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	130							
11	11	41	41	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	131							
11	11	42	42	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	132							
11	11	40	40	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	133							
11	11	81/2	81/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	134							
11	11	41	41	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	135							
11	11	40	40	1.5	0	0	Chord	2/2	1	3	3/8		1/4	3/2	136							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	2/2	1	3	1/8		1/8	1	137							
11	11	42	42	0.5	1/2	1/2	Chord	2/2	1	3	1/8		1/8	1	138							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	1	3	1/8		1/8	1	139							
11	11	43	43	0.5	3/4	3/4	Chord	2/2	1	3	1/8		1/8	1	140							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	1	3	1/8		1/8	1	141							
11	11	40	40	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	142							
11	11	40	40	1.0	0	0	Chord	2/2	2	2	1/4		1/4	1	143							
11	11	41	41	1.0	1/4	1/4	Chord	2/2	2	2	1/4		1/4	1	144							
11	11	42	42	1.0	1/2	1/2	Chord	2/2	2	2	1/4		1/4	1	145							
11	11	43	43	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	146							
12	12	44	44	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	147							
12	12	46	46	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	148							
12	12	47	47	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	149							
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	150							
12	12	44	44	0.5	0	0	Chord	2/2	1	3	1/8		1/8	1	151							
12	12	89/2	89/2	0.5	1/8	1/8	Chord	2/2	1	3	1/8		1/8	1	152							
12	12	45	45	0.5	1/4	1/4	Chord	2/2	1	3	1/8		1/8	1	153							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	2/2	1	3	1/8		1/8	1	154							
12	12	46	46	0.5	1/2	1/2	Chord	2/2	1	3	1/8		1/8	1	155							
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	1	3	1/8		1/8	1	156							
12	12	47	47	1.0	3/4	3/4	Chord	2/2	1	3	1/4		1/4	1	157							
12	12	44	44	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	158	ornamentShortTrill						
12	12	46	46	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	159							
12	12	44	44	1.0	0	0	Chord	2/2	2	2	1/4		1/4	1	160							
12	12	45	45	1.0	1/4	1/4	Chord	2/2	2	2	1/4		1/4	1	161							
12	12	46	46	1.0	1/2	1/2	Chord	2/2	2	2	1/4		1/4	1	162							
12	12	47	47	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	163							
13	13	48	48	0.0	0	0	Chord	2/2	1	1	0	appoggiatura	1/8	1	164							
13	13	48	48	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	165							
13	13	50	50	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	166							
13	13	48	48	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	167							
13	13	97/2	97/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	168							
13	13	49	49	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	169							
13	13	99/2	99/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	170							
13	13	50	50	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	171							
13	13	101/2	101/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	172							
13	13	51	51	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	173							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	174							
13	13	51	51	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	175							
13	13	48	48	1.0	0	0	Chord	2/2	2	2	1/4		1/4	1	176							
13	13	49	49	1.0	1/4	1/4	Chord	2/2	2	2	1/4		1/4	1	177							
13	13	50	50	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	178							
14	14	52	52	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	179							
14	14	105/2	105/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	180							
14	14	53	53	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	181							
14	14	54	54	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	182							
14	14	109/2	109/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	183							
14	14	55	55	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	184							
14	14	52	52	1.5	0	0	Chord	2/2	1	2	3/8		1/4	3/2	185							
14	14	107/2	107/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	186							
14	14	54	54	1.5	1/2	1/2	Chord	2/2	1	2	3/8		1/4	3/2	187							
14	14	111/2	111/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	188							
14	14	52	52	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	189							
14	14	54	54	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	190							
14	14	52	52	4.0	0	0	Chord	2/2	2	2	1		1	1	191							
15	15	56	56	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	192							
15	15	113/2	113/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	193							
15	15	57	57	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	194							
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	195							
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	196							
15	15	59	59	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	197							
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	198							
15	15	56	56	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	199							
15	15	58	58	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	200							
15	15	56	56	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	201	ornamentShortTrill						
15	15	58	58	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	202							2
15	15	56	56	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	203							
15	15	58	58	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	204							
16	16	60	60	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	205							
16	16	62	62	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	206							
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	207							
16	16	63	63	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	208							
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	209							
16	16	60	60	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	210							
16	16	121/2	121/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	211							
16	16	61	61	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	212							
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	213							
16	16	62	62	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	214							
16	16	60	60	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	215	articMarcatoAbove						
16	16	62	62	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	216	ornamentShortTrill						
17	17	64	64	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	217							
17	17	129/2	129/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	218							
17	17	65	65	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	219							
17	17	67	67	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	220							
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	221							
17	17	64	64	1.5	0	0	Chord	2/2	1	2	3/8		1/4	3/2	222							
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	223							
17	17	66	66	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	224							
17	17	133/2	133/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	225							
17	17	67	67	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	226							
17	17	67	67	1.0	3/4	3/4	Chord	2/2	1	3	1/4		1/4	1	227							
17	17	64	64	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	228							
17	17	66	66	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	229							
17	17	64	64	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	230							
17	17	66	66	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	231							
18	18	68	68	0.0	0	0	Chord	2/2	1	1	0	appoggiatura	1/8	1	232							
18	18	68	68	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	233							
18	18	137/2	137/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	234							
18	18	275/4	275/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	235							
18	18	69	69	0.25	1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	236							
18	18	277/4	277/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	237							
18	18	139/2	139/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	238							
18	18	279/4	279/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	239							
18	18	70	70	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	240							
18	18	141/2	141/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	241							
18	18	283/4	283/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	242							
18	18	71	71	0.25	3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	243							
18	18	285/4	285/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	244							
18	18	143/2	143/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	245							
18	18	287/4	287/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	246							
18	18	68	68	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	247							
18	18	68	68	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	248							
18	18	137/2	137/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16		1/16	1	249							
18	18	275/4	275/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16		1/16	1	250							
18	18	69	69	0.25	1/4	1/4	Chord	2/2	2	1	1/16		1/16	1	251							
18	18	277/4	277/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16		1/16	1	252							
18	18	139/2	139/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16		1/16	1	253							
18	18	279/4	279/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16		1/16	1	254							
18	18	70	70	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	255							
18	18	141/2	141/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16		1/16	1	256							
18	18	283/4	283/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16		1/16	1	257							
18	18	71	71	0.25	3/4	3/4	Chord	2/2	2	1	1/16		1/16	1	258							
18	18	285/4	285/4	0.25	13/16	13/16	Chord	2/2	2	1	1/16		1/16	1	259							
18	18	143/2	143/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16		1/16	1	260							
18	18	287/4	287/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16		1/16	1	261							
19	19	72	72	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	262							
19	19	145/2	145/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	263							
19	19	291/4	291/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	264							
19	19	73	73	0.25	1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	265							
19	19	293/4	293/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	266							
19	19	147/2	147/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	267							
19	19	295/4	295/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	268							
19	19	74	74	0.25	1/2	1/2	Chord	2/2	1	1	1/16		1/16	1	269	articMarcatoAbove						
19	19	297/4	297/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16		1/16	1	270							
19	19	149/2	149/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	271							
19	19	299/4	299/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	272							
19	19	75	75	0.25	3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	273							
19	19	301/4	301/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	274							
19	19	151/2	151/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	275							
19	19	303/4	303/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	276							
19	19	72	72	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	277							
19	19	145/2	145/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16		1/16	1	278							
19	19	291/4	291/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16		1/16	1	279							
19	19	73	73	0.25	1/4	1/4	Chord	2/2	2	1	1/16		1/16	1	280							
19	19	293/4	293/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16		1/16	1	281							
19	19	147/2	147/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16		1/16	1	282							
19	19	295/4	295/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16		1/16	1	283							
19	19	74	74	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	284							
19	19	75	75	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	285							
19	19	151/2	151/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16		1/16	1	286	articMarcatoAbove						
19	19	303/4	303/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16		1/16	1	287							
19	19	74	74	0.5	1/2	1/2	Chord	2/2	2	2	1/8		1/8	1	288							
19	19	149/2	149/2	1.0	5/8	5/8	Chord	2/2	2	2	1/4		1/4	1	289							
20	20	76	76	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	290							
20	20	78	78	0.25	1/2	1/2	Chord	2/2	1	1	1/16		1/16	1	291							
20	20	313/4	313/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16		1/16	1	292							
20	20	157/2	157/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	293							
20	20	315/4	315/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	294							
20	20	79	79	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	295							
