mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	5/4	5/4	0.0	5/16	5/16	Tempo	4/4	1	1	0						𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	
1	1	5/4	5/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	0							
1	1	3/2	3/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1	ornamentShortTrill						
1	1	7/4	7/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2							
1	1	2	2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	3							
1	1	2	2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	4	ornamentShortTrill						
1	1	5/2	5/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	5							
1	1	11/4	11/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	6							
1	1	3	3	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	7							
1	1	3	3	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	8	ornamentShortTrill						
1	1	15/4	15/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	9							
1	1	2	2	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	10							
1	1	7/2	7/2	0.375	7/8	7/8	Chord	4/4	2	1	3/32		1/16	3/2	11							
1	1	31/8	31/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	12							0
2	2	4	4	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	13							
2	2	4	4	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	14	articMarcatoAbove						
2	2	19/4	19/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	15							
2	2	5	5	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	16							
2	2	23/4	23/4	0.05	7/16	7/16	Chord	4/4	1	1	1/80		1/64	4/5	17							
2	2	29/5	29/5	0.05	9/20	9/20	Chord	4/4	1	1	1/80		1/64	4/5	18							
2	2	117/20	117/20	0.05	37/80	37/80	Chord	4/4	1	1	1/80		1/64	4/5	19							
2	2	59/10	59/10	0.05	19/40	19/40	Chord	4/4	1	1	1/80		1/64	4/5	20							
2	2	119/20	119/20	0.05	39/80	39/80	Chord	4/4	1	1	1/80		1/64	4/5	21							
2	2	6	6	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	22							
2	2	6	6	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	23	ornamentShortTrill						
2	2	27/4	27/4	0.08333333333333333	11/16	11/16	Chord	4/4	1	1	1/48		1/32	2/3	24							
2	2	41/6	41/6	0.08333333333333333	17/24	17/24	Chord	4/4	1	1	1/48		1/32	2/3	25							
2	2	83/12	83/12	0.08333333333333333	35/48	35/48	Chord	4/4	1	1	1/48		1/32	2/3	26							
2	2	7	7	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	27							
2	2	7	7	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	28	articMarcatoAbove						
