mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	6/8	1	1	0						Mesuré-léger	90.0			1.0	
1	1	0	0	0.0	0	0	Tempo	6/8	1	1	0						𝅘𝅥.=60	90.0	𝅘𝅥.	60.0	0.0	
1	1	1/4	1/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	0							
1	1	1/2	1/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1							
1	1	3/4	3/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2							
1	1	1	1	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	3							
1	1	5/4	5/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	4							
1	1	3/2	3/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	5	articMarcatoAbove						
1	1	7/4	7/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	6							
1	1	2	2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	7							
1	1	9/4	9/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	8							
1	1	5/2	5/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	9							
1	1	11/4	11/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	10							
1	1	0	0	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	11	ornamentShortTrill						
1	1	1	1	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	12							
1	1	3/2	3/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	13							
1	1	5/2	5/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	14							
1	1	0	0	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	15							
1	1	1/2	1/2	1.0	1/8	1/8	Chord	6/8	2	2	1/4		1/4	1	16							
1	1	3/2	3/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	17							
1	1	2	2	1.0	1/2	1/2	Chord	6/8	2	2	1/4		1/4	1	18							
2	2	3	3	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	19							
2	2	13/4	13/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	20							
2	2	7/2	7/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	21							
2	2	15/4	15/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	22							
2	2	4	4	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	23							
2	2	17/4	17/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	24							
2	2	9/2	9/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	25							
2	2	19/4	19/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	26							
2	2	5	5	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	27							
2	2	21/4	21/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	28							
2	2	11/2	11/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	29							
2	2	23/4	23/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	30							
2	2	3	3	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	31	ornamentShortTrill						
2	2	4	4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	32							
2	2	5	5	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	33							
2	2	3	3	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	34							
2	2	7/2	7/2	1.0	1/8	1/8	Chord	6/8	2	2	1/4		1/4	1	35							
2	2	9/2	9/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	36							
2	2	5	5	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	37							
2	2	11/2	11/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	38							
3	3	6	6	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	39	ornamentShortTrill						
3	3	7	7	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	40							
3	3	15/2	15/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	41							
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	42							
3	3	7	7	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	43							
3	3	15/2	15/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	44							
3	3	17/2	17/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	45							
3	3	6	6	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	46							
3	3	25/4	25/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	47							
3	3	13/2	13/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	48							
3	3	27/4	27/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	49							
3	3	7	7	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	50							
3	3	29/4	29/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	51							
3	3	15/2	15/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	52							
3	3	31/4	31/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	53							
3	3	8	8	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	54							
3	3	33/4	33/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	55							
3	3	17/2	17/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	56							
3	3	35/4	35/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	57							
4	4	9	9	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	58							
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	59							
4	4	11	11	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	60							
4	4	23/2	23/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	61							
4	4	47/4	47/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	62							
4	4	9	9	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	63							
4	4	41/4	41/4	0.5	5/16	5/16	Chord	6/8	1	2	1/8		1/8	1	64							
4	4	43/4	43/4	0.25	7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	65							
4	4	11	11	0.25	1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	66							
4	4	45/4	45/4	0.75	9/16	9/16	Chord	6/8	1	2	3/16		1/8	3/2	67							
4	4	9	9	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	68	articMarcatoAbove						
4	4	37/4	37/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	69							
4	4	19/2	19/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	70							
4	4	39/4	39/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	71							
4	4	10	10	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	72							
4	4	21/2	21/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	73							0
4	4	11	11	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	74	articMarcatoAbove						
5	5	12	12	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	75							
5	5	49/4	49/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	76							
5	5	25/2	25/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	77							
5	5	51/4	51/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	78							
5	5	13	13	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	79							
5	5	53/4	53/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	80							1
5	5	27/2	27/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	81	articMarcatoAbove						
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	82							
5	5	12	12	0.25	0	0	Chord	6/8	1	2	1/16		1/16	1	83							
5	5	29/2	29/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	84							
5	5	12	12	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	85							
5	5	13	13	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	86							
5	5	27/2	27/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	87							
5	5	55/4	55/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	88							
5	5	14	14	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	89							
5	5	57/4	57/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	90							
5	5	29/2	29/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	91							
5	5	59/4	59/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	92							
5	5	12	12	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	93							
5	5	13	13	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	94							
6	6	15	15	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	95							
6	6	61/4	61/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	96							
6	6	31/2	31/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	97							
6	6	63/4	63/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	98							
