mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-2	4/4	1	0	2	firstMeasure					2
2	2	-2	4/4	1	0	2						3
3	3	-2	4/4	1	0	3						4
4	4	-2	4/4	1	0	3						5
5	5	-2	4/4	1	0	4						6
6	6	-2	4/4	1	0	5						7
7	7	-2	4/4	1	0	5						8
8	8	-2	4/4	1	0	5						9
9	9	-2	4/4	1	0	5						10
10	10	-2	4/4	1	0	3						11
11	11	-2	4/4	1	0	3						12
12	12	-2	4/4	1	0	5						13
13	13	-2	4/4	1	0	4						14
14	14	-2	4/4	1	0	5						15
15	15	-2	4/4	1	0	5						16
16	16	-2	4/4	1	0	4						17
17	17	-2	4/4	1	0	3						18
18	18	-2	4/4	1	0	5						19
19	19	-2	4/4	1	0	5						20
20	20	-2	4/4	1	0	5						21
21	21	-2	4/4	1	0	5						22
22	22	-2	4/4	1	0	5						23
23	23	-2	4/4	1	0	5						24
24	24	-2	4/4	1	0	5	lastMeasure		end			
