mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	4.0	3	4/4	1	0					firstMeasure	2
2	2	4	4.125	3	4/4	33/32	0						3
3	3	65/8	4.0	3	4/4	1	0						4
4	4	97/8	4.0	3	4/4	1	0						5
5	5	129/8	4.0	3	4/4	1	0						6
6	6	161/8	4.0	3	4/4	1	0						7
7	7	193/8	4.0	3	4/4	1	0						8
8	8	225/8	4.0	3	4/4	1	0						9
9	9	257/8	4.0	3	4/4	1	0						10
10	10	289/8	4.0	3	4/4	1	0						11
11	11	321/8	4.0	3	4/4	1	0						12
12	12	353/8	4.0	3	4/4	1	0						13
13	13	385/8	4.0	3	4/4	1	0						14
14	14	417/8	4.0	3	4/4	1	0						15
15	15	449/8	4.0	3	4/4	1	0						16
16	16	481/8	4.0	3	4/4	1	0						17
17	17	513/8	4.0	3	4/4	1	0						18
18	18	545/8	4.0	3	4/4	1	0						19
19	19	577/8	4.0	3	4/4	1	0						20
20	20	609/8	4.0	3	4/4	1	0						21
21	21	641/8	4.0	3	4/4	1	0						22
22	22	673/8	4.0	3	4/4	1	0						23
23	23	705/8	4.0	3	4/4	1	0						24
24	24	737/8	4.0	3	4/4	1	0			end		lastMeasure	-1
