mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	-2	6/4	3/2	0						firstMeasure	2
2	2	-2	6/4	3/2	0					line		3
3	3	-2	6/4	3/2	0							4
4	4	-2	6/4	3/2	0					line		5
5	5	-2	6/4	3/2	0							6
6	6	-2	6/4	3/2	0							7
7	7	-2	6/4	3/2	0					line		8
8	8	-2	6/4	3/2	0							9
9	9	-2	6/4	3/2	0					line		10
10	10	-2	6/4	3/2	0							11
11	11	-2	6/4	3/2	0					page		12
12	12	-2	6/4	3/2	0							13
13	13	-2	6/4	3/2	0					line		14
14	14	-2	6/4	3/2	0							15
15	15	-2	6/4	3/2	0					line		16
16	16	-2	6/4	3/2	0							17
17	17	-2	6/4	3/2	0					line		18
18	18	-2	6/4	3/2	0				end		lastMeasure	-1
