quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
311/24	0.08333333333333333	4	4	5/24	5/24	4/4	2	1	1/48		1/32	2/3		8	44	G#2	2	94
313/24	0.08333333333333333	4	4	11/48	11/48	4/4	2	1	1/48		1/32	2/3		3	45	A2	2	95
105/8	0.75	4	4	1/4	1/4	4/4	2	1	3/16		1/8	3/2		3	45	A2	2	96
105/8	1.0	4	4	1/4	1/4	4/4	1	2	1/4		1/4	1	-1	3	57	A3	3	89
111/8	0.25	4	4	7/16	7/16	4/4	2	1	1/16		1/16	1		8	44	G#2	2	97
113/8	0.0	4	4	1/2	1/2	4/4	2	2	0	appoggiatura	1/8	1		8	44	G#2	2	99
113/8	2.0	4	4	1/2	1/2	4/4	2	2	1/2		1/2	1	1	6	42	F#2	2	100
115/8	0.25	4	4	9/16	9/16	4/4	1	1	1/16		1/16	1		11	65	E#4	4	80
117/8	0.25	4	4	5/8	5/8	4/4	1	1	1/16		1/16	1		6	66	F#4	4	81
119/8	0.25	4	4	11/16	11/16	4/4	1	1	1/16		1/16	1	1	8	68	G#4	4	82
121/8	1.0	4	4	3/4	3/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	98
121/8	0.25	4	4	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	8	68	G#4	4	83
123/8	0.25	4	4	13/16	13/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	84
125/8	0.25	4	4	7/8	7/8	4/4	1	2	1/16		1/16	1		3	69	A4	4	90
125/8	0.5	4	4	7/8	7/8	4/4	1	1	1/8		1/8	1	1	3	69	A4	4	85
127/8	0.25	4	4	15/16	15/16	4/4	1	2	1/16		1/16	1	1	7	61	C#4	4	91
129/8	2.0	5	5	0	0	4/4	2	2	1/2		1/2	1	-1	6	42	F#2	2	123
129/8	2.0	5	5	0	0	4/4	2	1	1/2		1/2	1		11	53	E#3	3	121
129/8	0.25	5	5	0	0	4/4	1	2	1/16		1/16	1	-1	7	61	C#4	4	111
129/8	0.75	5	5	0	0	4/4	1	1	3/16		1/8	3/2	-1	3	69	A4	4	101
131/8	0.25	5	5	1/16	1/16	4/4	1	2	1/16		1/16	1		7	61	C#4	4	112
133/8	0.5	5	5	1/8	1/8	4/4	1	2	1/8		1/8	1	1	5	59	B3	3	113
135/8	0.25	5	5	3/16	3/16	4/4	1	1	1/16		1/16	1	1	3	69	A4	4	102
137/8	1.0	5	5	1/4	1/4	4/4	2	3	1/4		1/4	1		7	49	C#3	3	125
137/8	0.75	5	5	1/4	1/4	4/4	1	2	3/16		1/8	3/2	-1	5	59	B3	3	114
137/8	0.25	5	5	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	3	69	A4	4	103
139/8	0.25	5	5	5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	104
141/8	0.5	5	5	3/8	3/8	4/4	1	1	1/8		1/8	1	1	8	68	G#4	4	105
143/8	0.25	5	5	7/16	7/16	4/4	1	2	1/16		1/16	1	1	5	59	B3	3	115
145/8	2.0	5	5	1/2	1/2	4/4	2	1	1/2		1/2	1	1	3	57	A3	3	122
145/8	0.25	5	5	1/2	1/2	4/4	1	2	1/16		1/16	1	-1	5	59	B3	3	116
145/8	0.75	5	5	1/2	1/2	4/4	1	1	3/16		1/8	3/2	-1	8	68	G#4	4	106
147/8	0.25	5	5	9/16	9/16	4/4	1	2	1/16		1/16	1		5	59	B3	3	117
149/8	0.5	5	5	5/8	5/8	4/4	1	2	1/8		1/8	1	1	7	61	C#4	4	118
151/8	0.25	5	5	11/16	11/16	4/4	1	1	1/16		1/16	1	1	8	68	G#4	4	107
153/8	1.0	5	5	3/4	3/4	4/4	2	2	1/4		1/4	1		6	42	F#2	2	124
153/8	0.75	5	5	3/4	3/4	4/4	1	2	3/16		1/8	3/2	-1	7	61	C#4	4	119
153/8	0.25	5	5	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	8	68	G#4	4	108
155/8	0.25	5	5	13/16	13/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	109
157/8	0.5	5	5	7/8	7/8	4/4	1	1	1/8		1/8	1	1	6	66	F#4	4	110
159/8	0.25	5	5	15/16	15/16	4/4	1	2	1/16		1/16	1	1	7	61	C#4	4	120
161/8	1.5	6	6	0	0	4/4	2	2	3/8		1/4	3/2		8	44	G#2	2	154
161/8	1.0	6	6	0	0	4/4	2	1	1/4		1/4	1	-1	3	57	A3	3	148
161/8	0.25	6	6	0	0	4/4	1	2	1/16		1/16	1	-1	7	61	C#4	4	143
161/8	0.75	6	6	0	0	4/4	1	1	3/16		1/8	3/2	-1	6	66	F#4	4	126
163/8	0.25	6	6	1/16	1/16	4/4	1	2	1/16		1/16	1		7	61	C#4	4	144
165/8	0.5	6	6	1/8	1/8	4/4	1	2	1/8		1/8	1	1	5	59	B3	3	145
167/8	0.125	6	6	3/16	3/16	4/4	1	1	1/32		1/32	1		8	68	G#4	4	127
21	0.125	6	6	7/32	7/32	4/4	1	1	1/32		1/32	1		9	63	D#4	4	128
169/8	0.0	6	6	1/4	1/4	4/4	1	1	0	appoggiatura	1/8	1		9	63	D#4	4	129
169/8	0.5	6	6	1/4	1/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	149
169/8	1.0	6	6	1/4	1/4	4/4	1	2	1/4		1/4	1	-1	5	59	B3	3	146
169/8	0.75	6	6	1/4	1/4	4/4	1	1	3/16		1/8	3/2		4	64	E4	4	130
173/8	0.5	6	6	3/8	3/8	4/4	2	2	1/8		1/8	1		4	40	E2	2	155
175/8	0.25	6	6	7/16	7/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	131
177/8	0.5	6	6	1/2	1/2	4/4	2	2	1/8		1/8	1		5	47	B2	2	156
177/8	1.0	6	6	1/2	1/2	4/4	2	1	1/4		1/4	1	1	5	47	B2	2	150
177/8	0.5	6	6	1/2	1/2	4/4	1	1	1/8		1/8	1		9	63	D#4	4	132
181/8	0.0	6	6	5/8	5/8	4/4	1	1	0	appoggiatura	1/8	1		7	61	C#4	4	133
181/8	0.5	6	6	5/8	5/8	4/4	2	2	1/8		1/8	1	1	5	35	B1	1	157
181/8	0.5	6	6	5/8	5/8	4/4	1	1	1/8		1/8	1		5	59	B3	3	134
185/8	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		7	61	C#4	4	135
185/8	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		2	62	D4	4	136
185/8	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		4	64	E4	4	137
185/8	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		6	66	F#4	4	138
185/8	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		8	68	G#4	4	139
185/8	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		3	69	A4	4	140
185/8	0.5	6	6	3/4	3/4	4/4	2	2	1/8		1/8	1	-1	5	35	B1	1	158
185/8	0.5	6	6	3/4	3/4	4/4	2	1	1/8		1/8	1	-1	5	47	B2	2	151
185/8	1.0	6	6	3/4	3/4	4/4	1	2	1/4		1/4	1		5	59	B3	3	147
185/8	1.0	6	6	3/4	3/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	147
185/8	1.0	6	6	3/4	3/4	4/4	1	2	1/4		1/4	1		8	68	G#4	4	147
185/8	0.75	6	6	3/4	3/4	4/4	1	1	3/16		1/8	3/2		5	71	B4	4	141
189/8	0.25	6	6	7/8	7/8	4/4	2	1	1/16		1/16	1		3	45	A2	2	152
191/8	0.25	6	6	15/16	15/16	4/4	2	1	1/16		1/16	1		8	44	G#2	2	153
191/8	0.25	6	6	15/16	15/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	142
193/8	1.0	7	7	0	0	4/4	2	2	1/4		1/4	1		7	49	C#3	3	180
193/8	0.75	7	7	0	0	4/4	1	2	3/16		1/8	3/2		4	64	E4	4	169
193/8	0.75	7	7	0	0	4/4	1	2	3/16		1/8	3/2		8	68	G#4	4	169
193/8	0.75	7	7	0	0	4/4	1	1	3/16		1/8	3/2		5	71	B4	4	159
197/8	0.5	7	7	1/8	1/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	176
199/8	0.125	7	7	3/16	3/16	4/4	1	1	1/32		1/32	1		7	73	C#5	5	160
25	0.125	7	7	7/32	7/32	4/4	1	1	1/32		1/32	1		8	68	G#4	4	161
201/8	0.0	7	7	1/4	1/4	4/4	1	1	0	appoggiatura	1/8	1		8	68	G#4	4	162
201/8	0.5	7	7	1/4	1/4	4/4	2	2	1/8		1/8	1		6	54	F#3	3	181
201/8	1.0	7	7	1/4	1/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	177
201/8	1.0	7	7	1/4	1/4	4/4	1	1	1/4		1/4	1	1	3	69	A4	4	163
205/8	0.5	7	7	3/8	3/8	4/4	2	2	1/8		1/8	1		6	42	F#2	2	182
207/8	0.125	7	7	7/16	7/16	4/4	1	2	1/32		1/32	1		6	66	F#4	4	170
26	0.125	7	7	15/32	15/32	4/4	1	2	1/32		1/32	1		7	61	C#4	4	171
209/8	0.0	7	7	1/2	1/2	4/4	1	2	0	appoggiatura	1/8	1		7	61	C#4	4	172
209/8	1.0	7	7	1/2	1/2	4/4	2	2	1/4		1/4	1		5	47	B2	2	183
209/8	0.5	7	7	1/2	1/2	4/4	1	2	1/8		1/8	1		9	63	D#4	4	173
209/8	0.75	7	7	1/2	1/2	4/4	1	1	3/16		1/8	3/2	-1	3	69	A4	4	164
213/8	0.5	7	7	5/8	5/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	178
215/8	0.125	7	7	11/16	11/16	4/4	1	1	1/32		1/32	1		5	71	B4	4	165
27	0.125	7	7	23/32	23/32	4/4	1	1	1/32		1/32	1		6	66	F#4	4	166
217/8	0.0	7	7	3/4	3/4	4/4	1	1	0	appoggiatura	1/8	1		6	66	F#4	4	167
217/8	0.5	7	7	3/4	3/4	4/4	2	2	1/8		1/8	1		4	52	E3	3	184
217/8	1.0	7	7	3/4	3/4	4/4	2	1	1/4		1/4	1	1	4	52	E3	3	179
217/8	1.0	7	7	3/4	3/4	4/4	1	1	1/4		1/4	1	1	8	68	G#4	4	168
221/8	0.5	7	7	7/8	7/8	4/4	2	2	1/8		1/8	1		4	40	E2	2	185
223/8	0.125	7	7	15/16	15/16	4/4	1	2	1/32		1/32	1		4	64	E4	4	174
28	0.125	7	7	31/32	31/32	4/4	1	2	1/32		1/32	1		5	59	B3	3	175
225/8	0.0	8	8	0	0	4/4	1	2	0	appoggiatura	1/8	1		5	59	B3	3	193
225/8	0.5	8	8	0	0	4/4	2	2	1/8		1/8	1		3	45	A2	2	212
225/8	1.0	8	8	0	0	4/4	2	1	1/4		1/4	1	0	4	52	E3	3	204
225/8	0.75	8	8	0	0	4/4	1	2	3/16		1/8	3/2		7	61	C#4	4	194
225/8	0.5	8	8	0	0	4/4	1	1	1/8		1/8	1	-1	8	68	G#4	4	186
229/8	0.5	8	8	1/8	1/8	4/4	2	2	1/8		1/8	1		5	47	B2	2	213
231/8	0.08333333333333333	8	8	3/16	3/16	4/4	1	2	1/48		1/32	2/3		9	63	D#4	4	195
695/24	0.08333333333333333	8	8	5/24	5/24	4/4	1	2	1/48		1/32	2/3		7	61	C#4	4	196
697/24	0.08333333333333333	8	8	11/48	11/48	4/4	1	2	1/48		1/32	2/3		9	63	D#4	4	197
233/8	0.0	8	8	1/4	1/4	4/4	1	1	0	appoggiatura	1/8	1		9	63	D#4	4	187
233/8	1.0	8	8	1/4	1/4	4/4	2	2	1/4		1/4	1		7	49	C#3	3	214
233/8	0.75	8	8	1/4	1/4	4/4	2	1	3/16		1/8	3/2	-1	4	52	E3	3	205
233/8	1.0	8	8	1/4	1/4	4/4	1	1	1/4		1/4	1	1	4	64	E4	4	188
235/8	0.25	8	8	5/16	5/16	4/4	1	2	1/16		1/16	1		5	59	B3	3	198
237/8	0.5	8	8	3/8	3/8	4/4	1	2	1/8		1/8	1		10	58	A#3	3	199
239/8	0.08333333333333333	8	8	7/16	7/16	4/4	2	1	1/48		1/32	2/3		6	54	F#3	3	206
719/24	0.08333333333333333	8	8	11/24	11/24	4/4	2	1	1/48		1/32	2/3		4	52	E3	3	207
721/24	0.08333333333333333	8	8	23/48	23/48	4/4	2	1	1/48		1/32	2/3		6	54	F#3	3	208
241/8	0.0	8	8	1/2	1/2	4/4	2	1	0	appoggiatura	1/8	1		6	54	F#3	3	209
241/8	2.0	8	8	1/2	1/2	4/4	2	2	1/2		1/2	1		5	47	B2	2	215
241/8	1.0	8	8	1/2	1/2	4/4	2	1	1/4		1/4	1		8	56	G#3	3	210
241/8	1.0	8	8	1/2	1/2	4/4	1	1	1/4		1/4	1	0	4	64	E4	4	189
245/8	0.5	8	8	5/8	5/8	4/4	1	2	1/8		1/8	1	1	5	59	B3	3	200
249/8	1.0	8	8	3/4	3/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	211
249/8	0.25	8	8	3/4	3/4	4/4	1	2	1/16		1/16	1	-1	5	59	B3	3	201
249/8	0.5	8	8	3/4	3/4	4/4	1	1	1/8		1/8	1	-1	4	64	E4	4	190
251/8	0.25	8	8	13/16	13/16	4/4	1	2	1/16		1/16	1	1	3	57	A3	3	202
253/8	0.5	8	8	7/8	7/8	4/4	1	2	1/8		1/8	1	-1	3	57	A3	3	203
253/8	0.25	8	8	7/8	7/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	191
255/8	0.25	8	8	15/16	15/16	4/4	1	1	1/16		1/16	1	1	9	63	D#4	4	192
257/8	1.0	9	9	0	0	4/4	2	2	1/4		1/4	1		4	52	E3	3	239
257/8	2.0	9	9	0	0	4/4	2	1	1/2		1/2	1		4	52	E3	3	237
257/8	0.25	9	9	0	0	4/4	1	1	1/16		1/16	1	-1	9	63	D#4	4	216
259/8	0.25	9	9	1/16	1/16	4/4	1	1	1/16		1/16	1		9	63	D#4	4	217
261/8	0.25	9	9	1/8	1/8	4/4	1	2	1/16		1/16	1		4	64	E4	4	230
261/8	0.5	9	9	1/8	1/8	4/4	1	1	1/8		1/8	1	1	4	64	E4	4	218
263/8	0.25	9	9	3/16	3/16	4/4	1	2	1/16		1/16	1	1	8	56	G#3	3	231
265/8	1.0	9	9	1/4	1/4	4/4	2	2	1/4		1/4	1		4	40	E2	2	240
265/8	0.25	9	9	1/4	1/4	4/4	1	2	1/16		1/16	1	-1	8	56	G#3	3	232
265/8	0.25	9	9	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	4	64	E4	4	219
267/8	0.25	9	9	5/16	5/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	220
267/8	0.75	9	9	5/16	5/16	4/4	1	2	3/16		1/8	3/2	1	4	64	E4	4	233
269/8	0.25	9	9	3/8	3/8	4/4	1	1	1/16		1/16	1		6	66	F#4	4	221
271/8	0.25	9	9	7/16	7/16	4/4	1	1	1/16		1/16	1	1	1	67	G4	4	222
273/8	2.0	9	9	1/2	1/2	4/4	2	2	1/2		1/2	1		5	47	B2	2	241
273/8	0.75	9	9	1/2	1/2	4/4	1	2	3/16		1/8	3/2	-1	4	64	E4	4	234
273/8	0.25	9	9	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	1	67	G4	4	223
275/8	0.25	9	9	9/16	9/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	224
277/8	0.5	9	9	5/8	5/8	4/4	1	1	1/8		1/8	1	1	6	66	F#4	4	225
279/8	0.25	9	9	11/16	11/16	4/4	1	2	1/16		1/16	1	1	2	62	D4	4	235
281/8	1.0	9	9	3/4	3/4	4/4	2	1	1/4		1/4	1	1	5	59	B3	3	238
281/8	1.0	9	9	3/4	3/4	4/4	1	2	1/4		1/4	1	0	2	62	D4	4	236
281/8	0.25	9	9	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	6	66	F#4	4	226
283/8	0.25	9	9	13/16	13/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	227
285/8	0.25	9	9	7/8	7/8	4/4	1	1	1/16		1/16	1		8	68	G#4	4	228
287/8	0.25	9	9	15/16	15/16	4/4	1	1	1/16		1/16	1	1	3	69	A4	4	229
289/8	1.0	10	10	0	0	4/4	2	2	1/4		1/4	1		4	52	E3	3	262
289/8	1.0	10	10	0	0	4/4	2	1	1/4		1/4	1	-1	5	59	B3	3	261
289/8	1.0	10	10	0	0	4/4	1	2	1/4		1/4	1	-1	2	62	D4	4	250
289/8	0.25	10	10	0	0	4/4	1	1	1/16		1/16	1	-1	3	69	A4	4	242
291/8	0.25	10	10	1/16	1/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	243
293/8	0.25	10	10	1/8	1/8	4/4	1	1	1/16		1/16	1		8	68	G#4	4	244
295/8	0.25	10	10	3/16	3/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	245
297/8	1.0	10	10	1/4	1/4	4/4	2	2	1/4		1/4	1		6	54	F#3	3	263
297/8	1.0	10	10	1/4	1/4	4/4	1	1	1/4		1/4	1	1	3	69	A4	4	246
299/8	0.25	10	10	5/16	5/16	4/4	1	2	1/16		1/16	1		3	57	A3	3	251
301/8	0.25	10	10	3/8	3/8	4/4	1	2	1/16		1/16	1		5	59	B3	3	252
303/8	0.25	10	10	7/16	7/16	4/4	1	2	1/16		1/16	1	1	7	61	C#4	4	253
305/8	1.0	10	10	1/2	1/2	4/4	2	2	1/4		1/4	1		2	50	D3	3	264
305/8	0.25	10	10	1/2	1/2	4/4	1	2	1/16		1/16	1	-1	7	61	C#4	4	254
305/8	0.75	10	10	1/2	1/2	4/4	1	1	3/16		1/8	3/2	-1	3	69	A4	4	247
307/8	0.25	10	10	9/16	9/16	4/4	1	2	1/16		1/16	1		7	61	C#4	4	255
309/8	0.5	10	10	5/8	5/8	4/4	1	2	1/8		1/8	1	1	5	59	B3	3	256
311/8	0.25	10	10	11/16	11/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	248
313/8	1.0	10	10	3/4	3/4	4/4	2	2	1/4		1/4	1		4	52	E3	3	265
313/8	0.25	10	10	3/4	3/4	4/4	1	2	1/16		1/16	1	-1	5	59	B3	3	257
313/8	1.0	10	10	3/4	3/4	4/4	1	1	1/4		1/4	1		8	68	G#4	4	249
315/8	0.25	10	10	13/16	13/16	4/4	1	2	1/16		1/16	1		5	59	B3	3	258
317/8	0.25	10	10	7/8	7/8	4/4	1	2	1/16		1/16	1		7	61	C#4	4	259
319/8	0.25	10	10	15/16	15/16	4/4	1	2	1/16		1/16	1	1	2	62	D4	4	260
321/8	1.0	11	11	0	0	4/4	2	2	1/4		1/4	1		3	45	A2	2	288
321/8	2.0	11	11	0	0	4/4	2	1	1/2		1/2	1		3	45	A2	2	285
