quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
13	1.0	4	4	1/4	1/4	4/4	1	2	1/4		1/4	1	-1	3	57	A3	3	87
55/4	0.25	4	4	7/16	7/16	4/4	2	1	1/16		1/16	1		8	44	G#2	2	95
14	0.0	4	4	1/2	1/2	4/4	2	2	0	appoggiatura	1/8	1		8	44	G#2	2	97
14	2.0	4	4	1/2	1/2	4/4	2	2	1/2		1/2	1	1	6	42	F#2	2	98
57/4	0.25	4	4	9/16	9/16	4/4	1	1	1/16		1/16	1		11	65	E#4	4	78
29/2	0.25	4	4	5/8	5/8	4/4	1	1	1/16		1/16	1		6	66	F#4	4	79
59/4	0.25	4	4	11/16	11/16	4/4	1	1	1/16		1/16	1	1	8	68	G#4	4	80
15	1.0	4	4	3/4	3/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	96
15	0.25	4	4	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	8	68	G#4	4	81
61/4	0.25	4	4	13/16	13/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	82
31/2	0.25	4	4	7/8	7/8	4/4	1	2	1/16		1/16	1		3	69	A4	4	88
31/2	0.5	4	4	7/8	7/8	4/4	1	1	1/8		1/8	1	1	3	69	A4	4	83
63/4	0.25	4	4	15/16	15/16	4/4	1	2	1/16		1/16	1	1	7	61	C#4	4	89
16	2.0	5	5	0	0	4/4	2	2	1/2		1/2	1	-1	6	42	F#2	2	121
16	2.0	5	5	0	0	4/4	2	1	1/2		1/2	1		11	53	E#3	3	119
16	0.25	5	5	0	0	4/4	1	2	1/16		1/16	1	-1	7	61	C#4	4	109
16	0.75	5	5	0	0	4/4	1	1	3/16		1/8	3/2	-1	3	69	A4	4	99
65/4	0.25	5	5	1/16	1/16	4/4	1	2	1/16		1/16	1		7	61	C#4	4	110
33/2	0.5	5	5	1/8	1/8	4/4	1	2	1/8		1/8	1	1	5	59	B3	3	111
67/4	0.25	5	5	3/16	3/16	4/4	1	1	1/16		1/16	1	1	3	69	A4	4	100
17	1.0	5	5	1/4	1/4	4/4	2	3	1/4		1/4	1		7	49	C#3	3	123
17	0.75	5	5	1/4	1/4	4/4	1	2	3/16		1/8	3/2	-1	5	59	B3	3	112
17	0.25	5	5	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	3	69	A4	4	101
69/4	0.25	5	5	5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	102
35/2	0.5	5	5	3/8	3/8	4/4	1	1	1/8		1/8	1	1	8	68	G#4	4	103
71/4	0.25	5	5	7/16	7/16	4/4	1	2	1/16		1/16	1	1	5	59	B3	3	113
18	2.0	5	5	1/2	1/2	4/4	2	1	1/2		1/2	1	1	3	57	A3	3	120
18	0.25	5	5	1/2	1/2	4/4	1	2	1/16		1/16	1	-1	5	59	B3	3	114
18	0.75	5	5	1/2	1/2	4/4	1	1	3/16		1/8	3/2	-1	8	68	G#4	4	104
73/4	0.25	5	5	9/16	9/16	4/4	1	2	1/16		1/16	1		5	59	B3	3	115
37/2	0.5	5	5	5/8	5/8	4/4	1	2	1/8		1/8	1	1	7	61	C#4	4	116
75/4	0.25	5	5	11/16	11/16	4/4	1	1	1/16		1/16	1	1	8	68	G#4	4	105
19	1.0	5	5	3/4	3/4	4/4	2	2	1/4		1/4	1		6	42	F#2	2	122
19	0.75	5	5	3/4	3/4	4/4	1	2	3/16		1/8	3/2	-1	7	61	C#4	4	117
19	0.25	5	5	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	8	68	G#4	4	106
77/4	0.25	5	5	13/16	13/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	107
39/2	0.5	5	5	7/8	7/8	4/4	1	1	1/8		1/8	1	1	6	66	F#4	4	108
79/4	0.25	5	5	15/16	15/16	4/4	1	2	1/16		1/16	1	1	7	61	C#4	4	118
20	1.5	6	6	0	0	4/4	2	2	3/8		1/4	3/2		8	44	G#2	2	152
20	1.0	6	6	0	0	4/4	2	1	1/4		1/4	1	-1	3	57	A3	3	146
20	0.25	6	6	0	0	4/4	1	2	1/16		1/16	1	-1	7	61	C#4	4	141
20	0.75	6	6	0	0	4/4	1	1	3/16		1/8	3/2	-1	6	66	F#4	4	124
81/4	0.25	6	6	1/16	1/16	4/4	1	2	1/16		1/16	1		7	61	C#4	4	142
41/2	0.5	6	6	1/8	1/8	4/4	1	2	1/8		1/8	1	1	5	59	B3	3	143
83/4	0.125	6	6	3/16	3/16	4/4	1	1	1/32		1/32	1		8	68	G#4	4	125
167/8	0.125	6	6	7/32	7/32	4/4	1	1	1/32		1/32	1		9	63	D#4	4	126
21	0.0	6	6	1/4	1/4	4/4	1	1	0	appoggiatura	1/8	1		9	63	D#4	4	127
21	0.5	6	6	1/4	1/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	147
21	1.0	6	6	1/4	1/4	4/4	1	2	1/4		1/4	1	-1	5	59	B3	3	144
21	0.75	6	6	1/4	1/4	4/4	1	1	3/16		1/8	3/2		4	64	E4	4	128
43/2	0.5	6	6	3/8	3/8	4/4	2	2	1/8		1/8	1		4	40	E2	2	153
87/4	0.25	6	6	7/16	7/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	129
22	0.5	6	6	1/2	1/2	4/4	2	2	1/8		1/8	1		5	47	B2	2	154
22	1.0	6	6	1/2	1/2	4/4	2	1	1/4		1/4	1	1	5	47	B2	2	148
22	0.5	6	6	1/2	1/2	4/4	1	1	1/8		1/8	1		9	63	D#4	4	130
45/2	0.0	6	6	5/8	5/8	4/4	1	1	0	appoggiatura	1/8	1		7	61	C#4	4	131
45/2	0.5	6	6	5/8	5/8	4/4	2	2	1/8		1/8	1	1	5	35	B1	1	155
45/2	0.5	6	6	5/8	5/8	4/4	1	1	1/8		1/8	1		5	59	B3	3	132
23	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		7	61	C#4	4	133
23	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		2	62	D4	4	134
23	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		4	64	E4	4	135
23	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		6	66	F#4	4	136
23	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		8	68	G#4	4	137
23	0.0	6	6	3/4	3/4	4/4	1	1	0	grace16	1/16	1		3	69	A4	4	138
23	0.5	6	6	3/4	3/4	4/4	2	2	1/8		1/8	1	-1	5	35	B1	1	156
23	0.5	6	6	3/4	3/4	4/4	2	1	1/8		1/8	1	-1	5	47	B2	2	149
23	1.0	6	6	3/4	3/4	4/4	1	2	1/4		1/4	1		5	59	B3	3	145
23	1.0	6	6	3/4	3/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	145
23	1.0	6	6	3/4	3/4	4/4	1	2	1/4		1/4	1		8	68	G#4	4	145
23	0.75	6	6	3/4	3/4	4/4	1	1	3/16		1/8	3/2		5	71	B4	4	139
47/2	0.25	6	6	7/8	7/8	4/4	2	1	1/16		1/16	1		3	45	A2	2	150
95/4	0.25	6	6	15/16	15/16	4/4	2	1	1/16		1/16	1		8	44	G#2	2	151
95/4	0.25	6	6	15/16	15/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	140
24	1.0	7	7	0	0	4/4	2	2	1/4		1/4	1		7	49	C#3	3	178
24	0.75	7	7	0	0	4/4	1	2	3/16		1/8	3/2		4	64	E4	4	167
24	0.75	7	7	0	0	4/4	1	2	3/16		1/8	3/2		8	68	G#4	4	167
24	0.75	7	7	0	0	4/4	1	1	3/16		1/8	3/2		5	71	B4	4	157
49/2	0.5	7	7	1/8	1/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	174
99/4	0.125	7	7	3/16	3/16	4/4	1	1	1/32		1/32	1		7	73	C#5	5	158
199/8	0.125	7	7	7/32	7/32	4/4	1	1	1/32		1/32	1		8	68	G#4	4	159
25	0.0	7	7	1/4	1/4	4/4	1	1	0	appoggiatura	1/8	1		8	68	G#4	4	160
25	0.5	7	7	1/4	1/4	4/4	2	2	1/8		1/8	1		6	54	F#3	3	179
25	1.0	7	7	1/4	1/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	175
25	1.0	7	7	1/4	1/4	4/4	1	1	1/4		1/4	1	1	3	69	A4	4	161
51/2	0.5	7	7	3/8	3/8	4/4	2	2	1/8		1/8	1		6	42	F#2	2	180
103/4	0.125	7	7	7/16	7/16	4/4	1	2	1/32		1/32	1		6	66	F#4	4	168
207/8	0.125	7	7	15/32	15/32	4/4	1	2	1/32		1/32	1		7	61	C#4	4	169
26	0.0	7	7	1/2	1/2	4/4	1	2	0	appoggiatura	1/8	1		7	61	C#4	4	170
26	1.0	7	7	1/2	1/2	4/4	2	2	1/4		1/4	1		5	47	B2	2	181
26	0.5	7	7	1/2	1/2	4/4	1	2	1/8		1/8	1		9	63	D#4	4	171
26	0.75	7	7	1/2	1/2	4/4	1	1	3/16		1/8	3/2	-1	3	69	A4	4	162
53/2	0.5	7	7	5/8	5/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	176
107/4	0.125	7	7	11/16	11/16	4/4	1	1	1/32		1/32	1		5	71	B4	4	163
215/8	0.125	7	7	23/32	23/32	4/4	1	1	1/32		1/32	1		6	66	F#4	4	164
27	0.0	7	7	3/4	3/4	4/4	1	1	0	appoggiatura	1/8	1		6	66	F#4	4	165
27	0.5	7	7	3/4	3/4	4/4	2	2	1/8		1/8	1		4	52	E3	3	182
27	1.0	7	7	3/4	3/4	4/4	2	1	1/4		1/4	1	1	4	52	E3	3	177
27	1.0	7	7	3/4	3/4	4/4	1	1	1/4		1/4	1	1	8	68	G#4	4	166
55/2	0.5	7	7	7/8	7/8	4/4	2	2	1/8		1/8	1		4	40	E2	2	183
111/4	0.125	7	7	15/16	15/16	4/4	1	2	1/32		1/32	1		4	64	E4	4	172
223/8	0.125	7	7	31/32	31/32	4/4	1	2	1/32		1/32	1		5	59	B3	3	173
28	0.0	8	8	0	0	4/4	1	2	0	appoggiatura	1/8	1		5	59	B3	3	191
28	0.5	8	8	0	0	4/4	2	2	1/8		1/8	1		3	45	A2	2	210
28	1.0	8	8	0	0	4/4	2	1	1/4		1/4	1	0	4	52	E3	3	202
28	0.75	8	8	0	0	4/4	1	2	3/16		1/8	3/2		7	61	C#4	4	192
28	0.5	8	8	0	0	4/4	1	1	1/8		1/8	1	-1	8	68	G#4	4	184
57/2	0.5	8	8	1/8	1/8	4/4	2	2	1/8		1/8	1		5	47	B2	2	211
115/4	0.08333333333333333	8	8	3/16	3/16	4/4	1	2	1/48		1/32	2/3		9	63	D#4	4	193
173/6	0.08333333333333333	8	8	5/24	5/24	4/4	1	2	1/48		1/32	2/3		7	61	C#4	4	194
347/12	0.08333333333333333	8	8	11/48	11/48	4/4	1	2	1/48		1/32	2/3		9	63	D#4	4	195
29	0.0	8	8	1/4	1/4	4/4	1	1	0	appoggiatura	1/8	1		9	63	D#4	4	185
29	1.0	8	8	1/4	1/4	4/4	2	2	1/4		1/4	1		7	49	C#3	3	212
29	0.75	8	8	1/4	1/4	4/4	2	1	3/16		1/8	3/2	-1	4	52	E3	3	203
29	1.0	8	8	1/4	1/4	4/4	1	1	1/4		1/4	1	1	4	64	E4	4	186
117/4	0.25	8	8	5/16	5/16	4/4	1	2	1/16		1/16	1		5	59	B3	3	196
59/2	0.5	8	8	3/8	3/8	4/4	1	2	1/8		1/8	1		10	58	A#3	3	197
119/4	0.08333333333333333	8	8	7/16	7/16	4/4	2	1	1/48		1/32	2/3		6	54	F#3	3	204
179/6	0.08333333333333333	8	8	11/24	11/24	4/4	2	1	1/48		1/32	2/3		4	52	E3	3	205
359/12	0.08333333333333333	8	8	23/48	23/48	4/4	2	1	1/48		1/32	2/3		6	54	F#3	3	206
30	0.0	8	8	1/2	1/2	4/4	2	1	0	appoggiatura	1/8	1		6	54	F#3	3	207
30	2.0	8	8	1/2	1/2	4/4	2	2	1/2		1/2	1		5	47	B2	2	213
30	1.0	8	8	1/2	1/2	4/4	2	1	1/4		1/4	1		8	56	G#3	3	208
30	1.0	8	8	1/2	1/2	4/4	1	1	1/4		1/4	1	0	4	64	E4	4	187
61/2	0.5	8	8	5/8	5/8	4/4	1	2	1/8		1/8	1	1	5	59	B3	3	198
31	1.0	8	8	3/4	3/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	209
31	0.25	8	8	3/4	3/4	4/4	1	2	1/16		1/16	1	-1	5	59	B3	3	199
31	0.5	8	8	3/4	3/4	4/4	1	1	1/8		1/8	1	-1	4	64	E4	4	188
125/4	0.25	8	8	13/16	13/16	4/4	1	2	1/16		1/16	1	1	3	57	A3	3	200
63/2	0.5	8	8	7/8	7/8	4/4	1	2	1/8		1/8	1	-1	3	57	A3	3	201
63/2	0.25	8	8	7/8	7/8	4/4	1	1	1/16		1/16	1		4	64	E4	4	189
127/4	0.25	8	8	15/16	15/16	4/4	1	1	1/16		1/16	1	1	9	63	D#4	4	190
32	1.0	9	9	0	0	4/4	2	2	1/4		1/4	1		4	52	E3	3	237
32	2.0	9	9	0	0	4/4	2	1	1/2		1/2	1		4	52	E3	3	235
32	0.25	9	9	0	0	4/4	1	1	1/16		1/16	1	-1	9	63	D#4	4	214
129/4	0.25	9	9	1/16	1/16	4/4	1	1	1/16		1/16	1		9	63	D#4	4	215
65/2	0.25	9	9	1/8	1/8	4/4	1	2	1/16		1/16	1		4	64	E4	4	228
65/2	0.5	9	9	1/8	1/8	4/4	1	1	1/8		1/8	1	1	4	64	E4	4	216
131/4	0.25	9	9	3/16	3/16	4/4	1	2	1/16		1/16	1	1	8	56	G#3	3	229
33	1.0	9	9	1/4	1/4	4/4	2	2	1/4		1/4	1		4	40	E2	2	238
33	0.25	9	9	1/4	1/4	4/4	1	2	1/16		1/16	1	-1	8	56	G#3	3	230
33	0.25	9	9	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	4	64	E4	4	217
133/4	0.25	9	9	5/16	5/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	218
133/4	0.75	9	9	5/16	5/16	4/4	1	2	3/16		1/8	3/2	1	4	64	E4	4	231
67/2	0.25	9	9	3/8	3/8	4/4	1	1	1/16		1/16	1		6	66	F#4	4	219
135/4	0.25	9	9	7/16	7/16	4/4	1	1	1/16		1/16	1	1	1	67	G4	4	220
34	2.0	9	9	1/2	1/2	4/4	2	2	1/2		1/2	1		5	47	B2	2	239
34	0.75	9	9	1/2	1/2	4/4	1	2	3/16		1/8	3/2	-1	4	64	E4	4	232
34	0.25	9	9	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	1	67	G4	4	221
137/4	0.25	9	9	9/16	9/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	222
69/2	0.5	9	9	5/8	5/8	4/4	1	1	1/8		1/8	1	1	6	66	F#4	4	223
139/4	0.25	9	9	11/16	11/16	4/4	1	2	1/16		1/16	1	1	2	62	D4	4	233
35	1.0	9	9	3/4	3/4	4/4	2	1	1/4		1/4	1	1	5	59	B3	3	236
35	1.0	9	9	3/4	3/4	4/4	1	2	1/4		1/4	1	0	2	62	D4	4	234
35	0.25	9	9	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	6	66	F#4	4	224
141/4	0.25	9	9	13/16	13/16	4/4	1	1	1/16		1/16	1		6	66	F#4	4	225
71/2	0.25	9	9	7/8	7/8	4/4	1	1	1/16		1/16	1		8	68	G#4	4	226
143/4	0.25	9	9	15/16	15/16	4/4	1	1	1/16		1/16	1	1	3	69	A4	4	227
36	1.0	10	10	0	0	4/4	2	2	1/4		1/4	1		4	52	E3	3	260
36	1.0	10	10	0	0	4/4	2	1	1/4		1/4	1	-1	5	59	B3	3	259
36	1.0	10	10	0	0	4/4	1	2	1/4		1/4	1	-1	2	62	D4	4	248
36	0.25	10	10	0	0	4/4	1	1	1/16		1/16	1	-1	3	69	A4	4	240
145/4	0.25	10	10	1/16	1/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	241
73/2	0.25	10	10	1/8	1/8	4/4	1	1	1/16		1/16	1		8	68	G#4	4	242
147/4	0.25	10	10	3/16	3/16	4/4	1	1	1/16		1/16	1		4	64	E4	4	243
37	1.0	10	10	1/4	1/4	4/4	2	2	1/4		1/4	1		6	54	F#3	3	261
37	1.0	10	10	1/4	1/4	4/4	1	1	1/4		1/4	1	1	3	69	A4	4	244
149/4	0.25	10	10	5/16	5/16	4/4	1	2	1/16		1/16	1		3	57	A3	3	249
75/2	0.25	10	10	3/8	3/8	4/4	1	2	1/16		1/16	1		5	59	B3	3	250
151/4	0.25	10	10	7/16	7/16	4/4	1	2	1/16		1/16	1	1	7	61	C#4	4	251
38	1.0	10	10	1/2	1/2	4/4	2	2	1/4		1/4	1		2	50	D3	3	262
38	0.25	10	10	1/2	1/2	4/4	1	2	1/16		1/16	1	-1	7	61	C#4	4	252
38	0.75	10	10	1/2	1/2	4/4	1	1	3/16		1/8	3/2	-1	3	69	A4	4	245
153/4	0.25	10	10	9/16	9/16	4/4	1	2	1/16		1/16	1		7	61	C#4	4	253
77/2	0.5	10	10	5/8	5/8	4/4	1	2	1/8		1/8	1	1	5	59	B3	3	254
155/4	0.25	10	10	11/16	11/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	246
39	1.0	10	10	3/4	3/4	4/4	2	2	1/4		1/4	1		4	52	E3	3	263
39	0.25	10	10	3/4	3/4	4/4	1	2	1/16		1/16	1	-1	5	59	B3	3	255
39	1.0	10	10	3/4	3/4	4/4	1	1	1/4		1/4	1		8	68	G#4	4	247
157/4	0.25	10	10	13/16	13/16	4/4	1	2	1/16		1/16	1		5	59	B3	3	256
79/2	0.25	10	10	7/8	7/8	4/4	1	2	1/16		1/16	1		7	61	C#4	4	257
159/4	0.25	10	10	15/16	15/16	4/4	1	2	1/16		1/16	1	1	2	62	D4	4	258
40	1.0	11	11	0	0	4/4	2	2	1/4		1/4	1		3	45	A2	2	286
40	2.0	11	11	0	0	4/4	2	1	1/2		1/2	1		3	45	A2	2	283
40	0.25	11	11	0	0	4/4	1	2	1/16		1/16	1	-1	2	62	D4	4	275
161/4	0.25	11	11	1/16	1/16	4/4	1	2	1/16		1/16	1		2	62	D4	4	276
81/2	0.25	11	11	1/8	1/8	4/4	1	2	1/16		1/16	1		7	61	C#4	4	277
81/2	0.5	11	11	1/8	1/8	4/4	1	1	1/8		1/8	1		7	61	C#4	4	264
163/4	0.25	11	11	3/16	3/16	4/4	1	2	1/16		1/16	1		3	57	A3	3	278
41	1.0	11	11	1/4	1/4	4/4	2	2	1/4		1/4	1		3	57	A3	3	287
165/4	0.25	11	11	5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	265
