quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
27	1.0	7	7	3/4	3/4	4/4	2	1	I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
28	1.0	8	8	0	0	4/4	2	1	ii7(9)		C	V		ii7(9)	ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
29	1.0	8	8	1/4	1/4	4/4	2	1	ii7		C	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
30	1.5	8	8	1/2	1/2	4/4	2	1	V43(4)		C	V		V43(4)	V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
63/2	0.5	8	8	7/8	7/8	4/4	2	1	V43		C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
32	1.0	9	9	0	0	4/4	2	1	I(74)		C	V		I(74)	I			74				M	0	0	0, -1, 1	5	0	0
33	0.5	9	9	1/4	1/4	4/4	2	1	I(4)		C	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
67/2	2.0	9	9	3/8	3/8	4/4	2	1	I\\		C	V		I	I						\\	M	0	0	0, 4, 1		0	0
71/2	0.5	9	9	7/8	7/8	4/4	2	1	vi6		C	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
36	1.0	10	10	0	0	4/4	2	1	I.ii(9)		C	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
37	2.5	10	10	1/4	1/4	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
79/2	0.5	10	10	7/8	7/8	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
40	1.0	11	11	0	0	4/4	2	1	IV6(+4)		C	I		IV6(+4)	IV		6	+4				M	0	0	3, 0, -1	5	-1	3
41	3.0	11	11	1/4	1/4	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
44	1.0	12	12	0	0	4/4	2	1	I6(+4)		C	I		I6(+4)	I		6	+4				M	0	0	4, 1, 0	-1	0	4
45	2.5	12	12	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
95/2	0.5	12	12	7/8	7/8	4/4	2	1	V65/IV		C	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
48	1.0	13	13	0	0	4/4	2	1	ii6(11b62)		C	I		ii6(11b62)	ii		6	11b62				m	0	0	-1, -2, 4	1	2	-1
49	1.0	13	13	1/4	1/4	4/4	2	1	ii6(112)		C	I		ii6(112)	ii		6	112				m	0	0	-1, 3, 4	1	2	-1
50	1.0	13	13	1/2	1/2	4/4	2	1	ii6(11)		C	I		ii6(11)	ii		6	11				m	0	0	-1, 3, 2	1	2	-1
51	1.0	13	13	3/4	3/4	4/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
52	1.0	14	14	0	0	4/4	2	1	V7(9)		C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
53	1.0	14	14	1/4	1/4	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	1.0	14	14	1/2	1/2	4/4	2	1	V7(4+3)		C	I		V7(4+3)	V		7	4+3				Mm7	0	0	1, 0, 2, -1	5	1	1
55	0.5	14	14	3/4	3/4	4/4	2	1	V(64+3)		C	I		V(64+3)	V			64+3				M	0	0	1, 0, 4	5	1	1
111/2	0.5	14	14	7/8	7/8	4/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
56	1.0	15	15	0	0	4/4	2	1	V(116)		C	I		V(116)	V			116				M	0	0	1, 5, 4	0	1	1
57	1.0	15	15	1/4	1/4	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	0.5	15	15	1/2	1/2	4/4	2	1	V7(4)		C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
117/2	0.5	15	15	5/8	5/8	4/4	2	1	V(+64)		C	I		V(+64)	V			+64				M	0	0	1, 0, 2	4	1	1
59	1.0	15	15	3/4	3/4	4/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
60	1.0	16	16	0	0	4/4	2	1	viio64		C	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
61	1.0	16	16	1/4	1/4	4/4	2	1	V2\\		C	I		V2	V		2				\\	Mm7	0	0	-1, 1, 5, 2		1	-1
62	1.0	16	16	1/2	1/2	4/4	2	1	I6	I6(2)	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
63	1.0	16	16	3/4	3/4	4/4	2	1	V43/ii		C	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
64	1.5	17	17	0	0	4/4	2	1	ii6(9#7+4)		C	I		ii6(9#7+4)	ii		6	9#7+4				m	0	0	-1, 3, 7	4, 1	2	-1
131/2	0.5	17	17	3/8	3/8	4/4	2	1	ii6(#7+4)		C	I		ii6(#7+4)	ii		6	#7+4				m	0	0	-1, 3, 7	1	2	-1
66	2.0	17	17	1/2	1/2	4/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
68	1.5	18	18	0	0	4/4	2	1	V7(9)		C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
139/2	0.5	18	18	3/8	3/8	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	1.0	18	18	1/2	1/2	4/4	2	1	V(+6)		C	I		V(+6)	V			+6				M	0	0	1, 5, 2	4	1	1
71	2.0	18	18	3/4	3/4	4/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
73	1.5	19	19	1/4	1/4	4/4	2	1	V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
149/2	1.0	19	19	5/8	5/8	4/4	2	1	V7(4)		C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
151/2	0.5	19	19	7/8	7/8	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	1.0	20	20	0	0	4/4	2	1	I(74)		C	I		I(74)	I			74				M	0	0	0, -1, 1	5	0	0
77	0.5	20	20	1/4	1/4	4/4	2	1	I(4)		C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
155/2	2.5	20	20	3/8	3/8	4/4	2	1	I\\		C	I		I	I						\\	M	0	0	0, 4, 1		0	0
