mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.F.I[I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
2	2	0	viio6	F	I	I	viio6	vii	o	6				o	0	0	2, -1, 5		5	2
2	2	1/4	ii7]	F	I	I	ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
2	2	1/2	V7/IV	F	I		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
3	3	0	ii6(112)	F	I		ii6(112)	ii		6	112			m	0	0	-1, 3, 4	1	2	-1
3	3	1/2	ii6	F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
3	3	3/4	ii65	F	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
4	4	0	V65	F	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
4	4	1/4	I	F	I		I	I						M	0	0	0, 4, 1		0	0
4	4	3/8	vi6	F	I		vi6	vi		6				m	0	0	0, 4, 3		3	0
4	4	1/2	IV.IV(2)	F	IV		IV(2)	IV			2			M	0	0	1, 3, 0		-1	1
4	4	3/4	IV	F	IV		IV	IV						M	0	0	-1, 3, 0		-1	-1
5	5	0	V2	F	IV		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
5	5	1/4	I6(7)	F	IV		I6(7)	I		6	7			M	0	0	4, 1, 5		0	4
5	5	3/8	I6	F	IV		I6	I		6				M	0	0	4, 1, 0		0	4
5	5	1/2	vi64	F	IV		vi64	vi		64				m	0	0	4, 3, 0		3	4
5	5	3/4	viio6(9)	F	IV		viio6(9)	vii	o	6	9			o	0	0	2, -1, 5	0	5	2
5	5	7/8	viio6	F	IV		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
6	6	0	I\\	F	IV		I	I					\\	M	0	0	0, 4, 1		0	0
6	6	3/8	I.viio6	F	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
6	6	7/8	I	F	I		I	I						M	0	0	0, 4, 1		0	0
7	7	0	V[V	F	I	V	V	V						M	0	0	1, 5, 2		1	1
7	7	1/4	V7	F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
7	7	1/2	I6	F	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
7	7	3/4	V]	F	I	V	V	V						M	0	0	1, 5, 2		1	1
8	8	0	I\\	F	I		I	I					\\	M	0	0	0, 4, 1		0	0
8	8	3/4	V.V65/V	F	V		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
9	9	0	V	F	V		V	V						M	0	0	1, 5, 2		1	1
9	9	1/4	I6	F	V		I6	I		6				M	0	0	4, 1, 0		0	4
9	9	1/2	IVM2(9)	F	V		IVM2(9)	IV	M	2	9			MM7	0	0	4, -1, 3, 0	1	-1	4
9	9	3/4	ii7	F	V		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
9	9	7/8	vii%65	F	V		vii%65	vii	%	65				%7	0	0	4, 11, 3, 5		5	4
10	10	0	iii2(94)	F	V		iii2(94)	iii		2	94			mm7	0	0	2, 4, 3, 5	-1	4	2
10	10	1/8	iii2(9)	F	V		iii2(9)	iii		2	9			mm7	0	0	2, 4, 1, 5	-1	4	2
10	10	1/4	IM7	F	V		IM7	I	M	7				MM7	0	0	0, 4, 1, 5		0	0
10	10	3/8	vi65	F	V		vi65	vi		65				mm7	0	0	0, 4, 1, 3		3	0
10	10	1/2	ii2(94)	F	V		ii2(94)	ii		2	94			mm7	0	0	0, 2, 1, 3	4	2	0
10	10	5/8	ii2(9)	F	V		ii2(9)	ii		2	9			mm7	0	0	0, 2, -1, 3	4	2	0
10	10	3/4	vii%7	F	V		vii%7	vii	%	7				%7	0	0	5, 4, 11, 3		5	5
10	10	7/8	V65	F	V		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
11	11	0	I(94)	F	V		I(94)	I			94			M	0	0	0, -1, 1	2	0	0
11	11	1/8	I(9)	F	V		I(9)	I			9			M	0	0	0, 4, 1	2	0	0
11	11	1/4	I6	F	V		I6	I		6				M	0	0	4, 1, 0		0	4
11	11	1/2	IV(9)	F	V		IV(9)	IV			9			M	0	0	-1, 3, 0	1	-1	-1
11	11	5/8	IV	F	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
11	11	3/4	V(94)	F	V		V(94)	V			94			M	0	0	1, 0, 2	3	1	1
11	11	7/8	V(4)	F	V		V(4)	V			4			M	0	0	1, 0, 2		1	1
12	12	0	IV6(9)	F	V		IV6(9)	IV		6	9			M	0	0	3, 0, -1	1	-1	3
12	12	1/8	IV6	F	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
12	12	1/4	IV	F	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
12	12	3/8	IVM7	F	V		IVM7	IV	M	7				MM7	0	0	-1, 3, 0, 4		-1	-1
12	12	1/2	V(64)	F	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
12	12	5/8	V(4)	F	V		V(4)	V			4			M	0	0	1, 0, 2		1	1
12	12	7/8	V	F	V		V	V						M	0	0	1, 5, 2		1	1
13	13	0	I[I\\	F	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
13	13	1/8	I.V7	F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
14	14	0	I6(9)	F	I	V	I6(9)	I		6	9			M	0	0	4, 1, 0	2	0	4
14	14	1/4	I6	F	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
14	14	1/2	V7(4)	F	I	V	V7(4)	V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
14	14	3/4	V7]	F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
15	15	0	I(7)	F	I		I(7)	I			7			M	0	0	0, 4, 1	5	0	0
15	15	1/4	I\\	F	I		I	I					\\	M	0	0	0, 4, 1		0	0
15	15	1/2	ii.v6	F	ii		v6	v		6				m	0	1	-2, 2, 1		1	-2
16	16	0	#vi7	F	ii		#vi7	#vi		7				mm7	0	1	3, 0, 4, 1		3	3
16	16	1/2	iv6	F	ii		iv6	iv		6				m	0	1	-4, 0, -1		-1	-4
17	17	0	V7	F	ii		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
17	17	1/4	V(4)	F	ii		V(4)	V			4			M	0	1	1, 0, 2		1	1
17	17	3/8	V(64)	F	ii		V(64)	V			64			M	0	1	1, 0, -3		1	1
17	17	5/8	V(4)	F	ii		V(4)	V			4			M	0	1	1, 0, 2		1	1
17	17	3/4	V7(4)	F	ii		V7(4)	V		7	4			Mm7	0	1	1, 0, 2, -1		1	1
17	17	7/8	V7	F	ii		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
18	18	0	i\\	F	ii		i	i					\\	m	0	1	0, -3, 1		0	0
18	18	1/2	I.I6	F	I		I6	I		6				M	0	0	4, 1, 0		0	4
19	19	0	IV	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
19	19	1/2	V	F	I		V	V						M	0	0	1, 5, 2		1	1
20	20	0	ii	F	I		ii	ii						m	0	0	2, -1, 3		2	2
20	20	1/4	V65	F	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
20	20	1/2	I6(112)	F	I		I6(112)	I		6	112			M	0	0	4, 1, 2	-1	0	4
20	20	3/4	I6	F	I		I6	I		6				M	0	0	4, 1, 0		0	4
21	21	0	IVM65	F	I		IVM65	IV	M	65				MM7	0	0	3, 0, 4, -1		-1	3
21	21	1/4	vii%7	F	I		vii%7	vii	%	7				%7	0	0	5, 4, 11, 3		5	5
21	21	1/2	I(9)	F	I		I(9)	I			9			M	0	0	0, 4, 1	2	0	0
