quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	1.0	1	1	0	0	6/4	2	1	g.i[i	g	i	i	i	i							m	1	1	0, -3, 1		0	0
1	1.0	1	1	1/4	1/4	6/4	2	1	V43	g	i	i	V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	2.0	1	1	1/2	1/2	6/4	2	1	i	g	i	i	i	i							m	1	1	0, -3, 1		0	0
4	1.0	1	1	1	1	6/4	2	1	iv	g	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
5	3.0	1	1	5/4	5/4	6/4	2	1	i]	g	i	i	i	i							m	1	1	0, -3, 1		0	0
8	2.0	2	2	1/2	1/2	6/4	2	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
10	1.0	2	2	1	1	6/4	2	1	iv6(2)	g	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
11	0.5	2	2	5/4	5/4	6/4	2	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
23/2	0.5	2	2	11/8	11/8	6/4	2	1	iio64	g	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
12	1.0	3	3	0	0	6/4	2	1	V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
13	1.0	3	3	1/4	1/4	6/4	2	1	V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	1.0	3	3	1/2	1/2	6/4	2	1	III.V/ii	g	III		V/ii	V				ii			M	1	0	3, 7, 4		3	3
15	2.0	3	3	3/4	3/4	6/4	2	1	V2/ii	g	III		V2/ii	V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
17	1.0	3	3	5/4	5/4	6/4	2	1	ii6	g	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
18	1.0	4	4	0	0	6/4	2	1	ii	g	III		ii	ii							m	1	0	2, -1, 3		2	2
19	1.0	4	4	1/4	1/4	6/4	2	1	ii7	g	III		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
20	1.0	4	4	1/2	1/2	6/4	2	1	V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
21	1.0	4	4	3/4	3/4	6/4	2	1	I	g	III		I	I							M	1	0	0, 4, 1		0	0
22	1.0	4	4	1	1	6/4	2	1	ii6(2)	g	III		ii6(2)	ii		6	2				m	1	0	-1, 3, 4		2	-1
23	1.0	4	4	5/4	5/4	6/4	2	1	ii6	g	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
24	1.0	5	5	0	0	6/4	2	1	V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	1.0	5	5	1/4	1/4	6/4	2	1	V(64)	g	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
26	1.0	5	5	1/2	1/2	6/4	2	1	V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
