quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	0.5	8	8	1/8	1/8	3/8	2	1	IV6	b	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
23/2	0.5	8	8	1/4	1/4	3/8	2	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
12	0.5	9	9	0	0	3/8	2	1	V7	b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
25/2	1.0	9	9	1/8	1/8	3/8	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
27/2	0.5	10	10	0	0	3/8	2	1	V\\	b	i		V	V						\\	M	1	1	1, 5, 2		1	1
14	1.0	10	10	1/8	1/8	3/8	2	1	v	b	i		v	v							m	1	1	1, -2, 2		1	1
15	1.0	11	11	0	0	3/8	2	1	V65/iv	b	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
16	0.5	11	11	1/4	1/4	3/8	2	1	V/iv	b	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
33/2	1.5	12	12	0	0	3/8	2	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
18	1.0	13	13	0	0	3/8	2	1	III.V65	b	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
19	0.5	13	13	1/4	1/4	3/8	2	1	V	b	III		V	V							M	1	0	1, 5, 2		1	1
39/2	1.0	14	14	0	0	3/8	2	1	I	b	III		I	I							M	1	0	0, 4, 1		0	0
41/2	1.0	14	14	1/4	1/4	3/8	2	1	IV	b	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
43/2	1.0	15	15	1/8	1/8	3/8	2	1	ii	b	III		ii	ii							m	1	0	2, -1, 3		2	2
45/2	1.0	16	16	0	0	3/8	2	1	V	b	III		V	V							M	1	0	1, 5, 2		1	1
47/2	1.0	16	16	1/4	1/4	3/8	2	1	iii	b	III		iii	iii							m	1	0	4, 1, 5		4	4
49/2	1.0	17	17	1/8	1/8	3/8	2	1	vi	b	III		vi	vi							m	1	0	3, 0, 4		3	3
51/2	1.0	18	18	0	0	3/8	2	1	IV	b	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
53/2	1.0	18	18	1/4	1/4	3/8	2	1	viio	b	III		viio	vii	o						o	1	0	5, 2, -1		5	5
55/2	0.25	19	19	1/8	1/8	3/8	2	1	V	b	III		V	V							M	1	0	1, 5, 2		1	1
111/4	0.25	19	19	3/16	3/16	3/8	2	1	viio64	b	III		viio64	vii	o	64					o	1	0	-1, 5, 2		5	-1
28	0.25	19	19	1/4	1/4	3/8	2	1	I6	b	III		I6	I		6					M	1	0	4, 1, 0		0	4
113/4	0.25	19	19	5/16	5/16	3/8	2	1	viio6	b	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
57/2	0.25	20	20	0	0	3/8	2	1	I	b	III		I	I							M	1	0	0, 4, 1		0	0
115/4	0.25	20	20	1/16	1/16	3/8	2	1	V6	b	III		V6	V		6					M	1	0	5, 2, 1		1	5
29	0.25	20	20	1/8	1/8	3/8	2	1	IV6	b	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
117/4	0.25	20	20	3/16	3/16	3/8	2	1	V	b	III		V	V							M	1	0	1, 5, 2		1	1
59/2	0.25	20	20	1/4	1/4	3/8	2	1	IV	b	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
119/4	0.25	20	20	5/16	5/16	3/8	2	1	I6	b	III		I6	I		6					M	1	0	4, 1, 0		0	4
30	0.25	21	21	0	0	3/8	2	1	viio6	b	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
121/4	0.25	21	21	1/16	1/16	3/8	2	1	I	b	III		I	I							M	1	0	0, 4, 1		0	0
61/2	1.0	21	21	1/8	1/8	3/8	2	1	V	b	III		V	V							M	1	0	1, 5, 2		1	1
63/2	1.5	22	22	0	0	3/8	2	1	I\\	b	III		I	I						\\	M	1	0	0, 4, 1		0	0
33	1.0	23	23	0	0	3/8	2	1	VII.I	b	VII		I	I							M	1	0	0, 4, 1		0	0
34	0.5	23	23	1/4	1/4	3/8	2	1	I6	b	VII		I6	I		6					M	1	0	4, 1, 0		0	4
69/2	0.5	24	24	0	0	3/8	2	1	viio6(2)	b	VII		viio6(2)	vii	o	6	2				o	1	0	2, -1, 0		5	2
35	0.25	24	24	1/8	1/8	3/8	2	1	V	b	VII		V	V							M	1	0	1, 5, 2		1	1
141/4	0.25	24	24	3/16	3/16	3/8	2	1	IV	b	VII		IV	IV							M	1	0	-1, 3, 0		-1	-1
71/2	0.25	24	24	1/4	1/4	3/8	2	1	I6	b	VII		I6	I		6					M	1	0	4, 1, 0		0	4
143/4	0.25	24	24	5/16	5/16	3/8	2	1	viio6	b	VII		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
36	1.0	25	25	0	0	3/8	2	1	I\\	b	VII		I	I						\\	M	1	0	0, 4, 1		0	0
37	1.0	25	25	1/4	1/4	3/8	2	1	v.i	b	v		i	i							m	1	1	0, -3, 1		0	0
38	1.5	26	26	1/8	1/8	3/8	2	1	V7/VII	b	v		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
79/2	1.5	27	27	1/8	1/8	3/8	2	1	ii7	b	v		ii7	ii		7					mm7	1	1	2, -1, 3, 0		2	2
41	1.5	28	28	1/8	1/8	3/8	2	1	V7	b	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
85/2	1.5	29	29	1/8	1/8	3/8	2	1	IIIM7(#5)	b	v		IIIM7(#5)	III	M	7	#5				MM7	1	1	-3, 1, 5, 2		-3	-3
44	1.5	30	30	1/8	1/8	3/8	2	1	VIM7	b	v		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
91/2	1.0	31	31	1/8	1/8	3/8	2	1	iv7	b	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
93/2	0.5	32	32	0	0	3/8	2	1	#viio43	b	v		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
47	0.5	32	32	1/8	1/8	3/8	2	1	V2	b	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
95/2	0.5	32	32	1/4	1/4	3/8	2	1	i6	b	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
48	0.5	33	33	0	0	3/8	2	1	iv7	b	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
97/2	1.0	33	33	1/8	1/8	3/8	2	1	V	b	v		V	V							M	1	1	1, 5, 2		1	1
99/2	0.25	34	34	0	0	3/8	2	1	i\\	b	v		i	i						\\	m	1	1	0, -3, 1		0	0
199/4	2.25	34	34	1/16	1/16	3/8	2	1	iv.V	b	iv		V	V							M	1	1	1, 5, 2		1	1
52	1.0	35	35	1/4	1/4	3/8	2	1	V7	b	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
53	1.0	36	36	1/8	1/8	3/8	2	1	i	b	iv		i	i							m	1	1	0, -3, 1		0	0
54	0.5	37	37	0	0	3/8	2	1	ii%7	b	iv		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
109/2	0.5	37	37	1/8	1/8	3/8	2	1	V(64)	b	iv		V(64)	V			64				M	1	1	1, 0, -3		1	1
55	0.25	37	37	1/4	1/4	3/8	2	1	V7(4)	b	iv		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
221/4	0.25	37	37	5/16	5/16	3/8	2	1	V7	b	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
111/2	1.5	38	38	0	0	3/8	2	1	i\\	b	iv		i	i						\\	m	1	1	0, -3, 1		0	0
57	1.0	39	39	0	0	3/8	2	1	i.V7/III	b	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
58	0.5	39	39	1/4	1/4	3/8	2	1	IIIM7	b	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
117/2	0.5	40	40	0	0	3/8	2	1	iv6(2)	b	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
59	0.5	40	40	1/8	1/8	3/8	2	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
119/2	0.5	40	40	1/4	1/4	3/8	2	1	III6(2)	b	i		III6(2)	III		6	2				M	1	1	1, -2, -1		-3	1
60	0.5	41	41	0	0	3/8	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
121/2	0.5	41	41	1/8	1/8	3/8	2	1	bII6(2)	b	i		bII6(2)	bII		6	2				M	1	1	-1, -4, -3		-5	-1
61	0.5	41	41	1/4	1/4	3/8	2	1	bII	b	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
123/2	0.5	42	42	0	0	3/8	2	1	i6(b2)	b	i		i6(b2)	i		6	b2				m	1	1	-3, 1, -5		0	-3
62	0.5	42	42	1/8	1/8	3/8	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
125/2	0.5	42	42	1/4	1/4	3/8	2	1	#viio6(2)	b	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
63	0.5	43	43	0	0	3/8	2	1	#viio6	b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
127/2	0.5	43	43	1/8	1/8	3/8	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
64	0.5	43	43	1/4	1/4	3/8	2	1	#viio	b	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
129/2	2.0	44	44	0	0	3/8	2	1	i\\	b	i		i	i						\\	m	1	1	0, -3, 1		0	0
133/2	1.5	45	45	1/8	1/8	3/8	2	1	V7/VII	b	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
68	1.5	46	46	1/8	1/8	3/8	2	1	ii7	b	i		ii7	ii		7					mm7	1	1	2, -1, 3, 0		2	2
139/2	1.5	47	47	1/8	1/8	3/8	2	1	V7	b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
71	1.5	48	48	1/8	1/8	3/8	2	1	IIIM7(#5)	b	i		IIIM7(#5)	III	M	7	#5				MM7	1	1	-3, 1, 5, 2		-3	-3
145/2	1.5	49	49	1/8	1/8	3/8	2	1	VIM7	b	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
74	1.0	50	50	1/8	1/8	3/8	2	1	iv7	b	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
75	0.5	51	51	0	0	3/8	2	1	#viio43	b	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
151/2	0.5	51	51	1/8	1/8	3/8	2	1	V2	b	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
76	0.5	51	51	1/4	1/4	3/8	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
153/2	0.5	52	52	0	0	3/8	2	1	iv7	b	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
77	1.0	52	52	1/8	1/8	3/8	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
78	0.25	53	53	0	0	3/8	2	1	i\\	b	i		i	i						\\	m	1	1	0, -3, 1		0	0
313/4	0.75	53	53	1/16	1/16	3/8	2	1	I	b	i		I	I							M	1	1	0, 4, 1		0	0
79	0.5	53	53	1/4	1/4	3/8	2	1	VI6	b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
159/2	1.0	54	54	0	0	3/8	2	1	#viio7	b	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
161/2	0.5	54	54	1/4	1/4	3/8	2	1	v6	b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
81	1.0	55	55	0	0	3/8	2	1	#vi7	b	i		#vi7	#vi		7					mm7	1	1	3, 0, 4, 1		3	3
82	0.5	55	55	1/4	1/4	3/8	2	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
165/2	1.0	56	56	0	0	3/8	2	1	V7	b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
167/2	0.5	56	56	1/4	1/4	3/8	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
84	0.5	57	57	0	0	3/8	2	1	iv7	b	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
169/2	0.25	57	57	1/8	1/8	3/8	2	1	V(64)	b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
339/4	0.5	57	57	3/16	3/16	3/8	2	1	V(4)	b	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
341/4	0.25	57	57	5/16	5/16	3/8	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
171/2	0.25	58	58	0	0	3/8	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
343/4	0.25	58	58	1/16	1/16	3/8	2	1	i(4)	b	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
86	2.5	58	58	1/8	1/8	3/8	2	1	i\\	b	i		i	i						\\	m	1	1	0, -3, 1		0	0
