mc	mn	onset	label
1	1	0	.F.I[I
2	2	0	viio6]
2	2	1/2	V7/IV
3	3	0	ii6(112)
3	3	1/2	ii6
4	4	0	V65
4	4	1/4	I
4	4	1/2	IV.IV(2)
4	4	3/4	IV
5	5	0	V2
5	5	3/8	I6
5	5	1/2	vi64
5	5	3/4	viio6
6	6	0	I
6	6	3/8	I.viio6
6	6	7/8	I
7	7	0	V\\
7	7	1/4	V7
7	7	1/2	I64
7	7	3/4	V
8	8	0	I
8	8	3/4	V.V65/V
9	9	0	V\\
9	9	1/4	I6
9	9	1/2	IVM2(9)
9	9	3/4	vii65(2)
9	9	7/8	vii65
10	10	0	iii2(94)
10	10	1/8	iii2(9)
10	10	1/4	vi65(2)
10	10	3/8	vi65
10	10	1/2	ii2(94)
10	10	5/8	ii2(9)
10	10	3/4	V65(2)
10	10	7/8	V65
11	11	0	I(94)
11	11	1/8	I(9)
11	11	1/4	I6
11	11	1/2	IV
11	11	3/4	I64
12	12	0	IV6
12	12	1/4	IV7
12	12	1/2	V(64)
12	12	7/8	V
13	13	0	I\\
13	13	1/8	I.[V
13	13	1/4	V7
14	14	0	I6(2)
14	14	1/4	I6
14	14	1/2	V7(4)
14	14	3/4	V7]
15	15	0	vi6(2)
15	15	1/2	vi6
16	16	0	V6(2)
16	16	1/2	v6
17	17	0	ii.V7
17	17	1/4	V(64)
17	17	5/8	V(4)
17	17	3/4	V7(4)
17	17	7/8	V7
18	18	0	i\\
18	18	1/2	I.I6
19	19	0	IV
19	19	1/2	V
20	20	0	ii
20	20	1/4	V65
20	20	1/2	I6(112)
20	20	3/4	I6
21	21	0	IVM65
21	21	1/4	V65
21	21	1/2	I(9)
21	21	3/4	I6
22	22	0	V(64)
22	22	5/8	V7(4)
22	22	15/16	V7
23	23	0	I\\
